Snapshot,start_date,end_date,name,TTT,LOS,score,reviews,price_per_night,original_price,discount_perc,Free_cancellation,No_payment,Breakfast,Option Member,Index,star_rating,location_rating,neighborhood,km_from_center,neighborhood_category
50:12.2,22/06/2024,24/06/2024,Hotel St. James,2,2,8.68,1.1374733316148449,1.2022774740644508,-0.8298818057110556,0.0,0,0,0,1,26,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
50:13.7,22/06/2024,24/06/2024,Doxie Hotel,2,2,8.787778736517721,-0.9000555415836516,0.76235943941599,-0.8298818057110556,0.0,1,0,0,0,154,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
50:43.5,22/06/2024,25/06/2024,31 Street Broadway Hotel,2,3,8.787778736517721,-0.8490169629980433,-2.427046311785351,-0.8298818057110556,0.0,0,0,0,1,28,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
50:43.9,22/06/2024,25/06/2024,Doxie Hotel,2,3,8.787778736517721,-0.9000555415836516,0.76235943941599,-0.8298818057110556,0.0,1,0,0,0,64,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
52:15.9,23/06/2024,24/06/2024,Hotel St. James,3,1,8.68,1.1374733316148449,-0.32172428882486004,0.7292596181803755,7.766990291262135,0,0,0,1,7,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
52:47.6,23/06/2024,25/06/2024,31 Street Broadway Hotel,3,2,8.787778736517721,-0.8490169629980433,-2.6941394042504885,-0.5119986027817347,7.142857142857142,0,0,0,1,86,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
52:47.8,23/06/2024,25/06/2024,Doxie Hotel,3,2,8.787778736517721,-0.9000555415836516,0.36957547990843564,-0.8298818057110556,0.0,1,0,0,0,99,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
53:17.4,23/06/2024,26/06/2024,31 Street Broadway Hotel,3,3,8.787778736517721,-0.8490169629980433,-2.427046311785351,-0.8298818057110556,0.0,0,0,0,1,26,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
53:18.3,23/06/2024,26/06/2024,The Jane Hotel,3,3,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,106,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
53:48.5,23/06/2024,27/06/2024,31 Street Broadway Hotel,3,4,8.787778736517721,-0.8490169629980433,-2.411334953405049,-0.8298818057110556,0.0,0,0,0,1,4,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
53:49.6,23/06/2024,27/06/2024,The Jane Hotel,3,4,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,92,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
54:20.2,23/06/2024,28/06/2024,31 Street Broadway Hotel,3,5,8.787778736517721,-0.8490169629980433,-2.379912236644445,-0.8298818057110556,0.0,0,0,0,1,2,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
54:21.4,23/06/2024,28/06/2024,The Jane Hotel,3,5,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,102,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
54:52.3,24/06/2024,25/06/2024,Doxie Hotel,4,1,8.787778736517721,-0.9000555415836516,0.76235943941599,-0.8298818057110556,0.0,1,0,0,0,57,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
54:52.7,24/06/2024,25/06/2024,31 Street Broadway Hotel,4,1,8.787778736517721,-0.8490169629980433,-2.5998712539686752,-0.8298818057110556,0.0,0,0,0,1,95,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
54:53.1,24/06/2024,25/06/2024,The Jane Hotel,4,1,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,120,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
55:23.5,24/06/2024,26/06/2024,The Jane Hotel,4,2,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,76,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
55:23.6,24/06/2024,26/06/2024,31 Street Broadway Hotel,4,2,8.787778736517721,-0.8490169629980433,-2.6312939707292795,-0.47415536433776795,8.510638298,0,0,0,1,84,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
55:53.8,24/06/2024,27/06/2024,31 Street Broadway Hotel,4,3,8.787778736517721,-0.8490169629980433,-2.584159895588373,-0.8298818057110556,0.0,0,0,0,1,16,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
55:54.5,24/06/2024,27/06/2024,The Jane Hotel,4,3,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,77,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
56:25.2,24/06/2024,28/06/2024,31 Street Broadway Hotel,4,4,8.787778736517721,-0.8490169629980433,-2.458469028545956,-0.8298818057110556,0.0,0,0,0,1,36,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
56:26.2,24/06/2024,28/06/2024,The Jane Hotel,4,4,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,113,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
56:56.6,24/06/2024,29/06/2024,31 Street Broadway Hotel,4,5,8.787778736517721,-0.8490169629980433,-2.395623595024747,-0.8298818057110556,0.0,0,0,0,1,4,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
56:57.6,24/06/2024,29/06/2024,The Jane Hotel,4,5,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,94,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
57:30.7,25/06/2024,26/06/2024,The Jane Hotel,5,1,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,71,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
57:31.0,25/06/2024,26/06/2024,31 Street Broadway Hotel,5,1,8.787778736517721,-0.8490169629980433,-2.5998712539686752,-0.8298818057110556,0.0,0,0,0,1,100,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
58:03.0,25/06/2024,27/06/2024,The Jane Hotel,5,2,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,107,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
58:03.1,25/06/2024,27/06/2024,31 Street Broadway Hotel,5,2,8.787778736517721,-0.8490169629980433,-2.5998712539686752,-0.8298818057110556,0.0,0,0,0,1,113,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
58:33.2,25/06/2024,28/06/2024,31 Street Broadway Hotel,5,3,8.787778736517721,-0.8490169629980433,-2.4427576701656535,-0.8298818057110556,0.0,0,0,0,1,27,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
58:34.2,25/06/2024,28/06/2024,The Jane Hotel,5,3,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,121,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
59:04.7,25/06/2024,29/06/2024,31 Street Broadway Hotel,5,4,8.787778736517721,-0.8490169629980433,-2.3642008782641426,-0.8298818057110556,0.0,0,0,0,1,22,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
59:06.2,25/06/2024,29/06/2024,The Jane Hotel,5,4,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,121,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
59:36.5,25/06/2024,30/06/2024,31 Street Broadway Hotel,5,5,8.787778736517721,-0.8490169629980433,-2.191375936080819,-0.8298818057110556,0.0,0,0,0,1,37,2.0,9.322012578616352,NoMad,0.9947457973237115,Downtown Manhattan
59:37.7,25/06/2024,30/06/2024,The Jane Hotel,5,5,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,130,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
00:10.5,26/06/2024,27/06/2024,Hotel St. James,6,1,8.68,1.1374733316148449,1.8778658844174443,1.887262714565759,8.077994429,0,0,0,1,18,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
00:11.6,26/06/2024,27/06/2024,Doxie Hotel,6,1,8.787778736517721,-0.9000555415836516,0.76235943941599,-0.8298818057110556,0.0,1,0,0,0,105,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
00:13.2,26/06/2024,27/06/2024,The Jane Hotel,6,1,8.08,-0.7607030180296874,0.14961646258420522,-0.8298818057110556,0.0,1,0,0,1,230,2.0,9.322012578616352,Greenwich Village,3.37527940225084,Downtown Manhattan
00:43.2,26/06/2024,28/06/2024,Hotel St. James,6,2,8.68,1.1374733316148449,0.8880503064584074,1.584516807014025,16.30094043887147,0,0,0,1,15,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
00:44.8,26/06/2024,28/06/2024,Doxie Hotel,6,2,8.787778736517721,-0.9000555415836516,0.36957547990843564,-0.8298818057110556,0.0,1,0,0,0,153,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
00:45.7,26/06/2024,28/06/2024,Hotel 309,6,2,8.787778736517721,-0.8484434958229241,-1.5314988841081274,0.11619915538811378,9.6,1,0,0,0,231,2.0,9.322012578616352,Chelsea,2.6751224596252143,Midtown Manhattan
01:14.4,26/06/2024,29/06/2024,Hotel St. James,6,3,8.68,1.1374733316148449,2.019268109840164,1.9629491914536927,8.130081300813007,0,0,0,1,71,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
01:15.4,26/06/2024,29/06/2024,Doxie Hotel,6,3,8.787778736517721,-0.9000555415836516,0.24388461286601826,-0.8298818057110556,0.0,1,0,0,0,153,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
01:46.4,26/06/2024,30/06/2024,Doxie Hotel,6,4,8.787778736517721,-0.9000555415836516,0.36957547990843564,-0.8298818057110556,0.0,1,0,0,0,141,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
01:47.3,26/06/2024,30/06/2024,Hotel 309,6,4,8.787778736517721,-0.8484434958229241,-1.3272512251641992,0.2297288707200141,10.0,1,0,0,0,220,2.0,9.322012578616352,Chelsea,2.6751224596252143,Midtown Manhattan
02:17.0,26/06/2024,01/07/2024,Doxie Hotel,6,5,8.787778736517721,-0.9000555415836516,0.13390510420390303,-0.8298818057110556,0.0,1,0,0,0,154,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
02:45.9,27/06/2024,28/06/2024,Hotel St. James,7,1,8.68,1.1374733316148449,0.4481322718099465,1.137966593375217,8.076923076923077,0,0,0,1,19,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
02:48.4,27/06/2024,28/06/2024,Doxie Hotel,7,1,8.787778736517721,-0.9000555415836516,-0.023208479599118703,-0.8298818057110556,0.0,1,0,0,0,226,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
03:18.3,27/06/2024,29/06/2024,Hotel St. James,7,2,8.68,1.1374733316148449,0.6523799307538748,1.2439276610183239,8.02919708,0,0,0,1,37,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
03:21.1,27/06/2024,29/06/2024,Doxie Hotel,7,2,8.787778736517721,-0.9000555415836516,-0.023208479599118703,-0.8298818057110556,0.0,1,0,0,0,204,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
03:53.0,27/06/2024,30/06/2024,Doxie Hotel,7,3,8.787778736517721,-0.9000555415836516,0.24388461286601826,-0.8298818057110556,0.0,1,0,0,0,240,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
04:24.9,27/06/2024,01/07/2024,Doxie Hotel,7,4,8.787778736517721,-0.9000555415836516,-0.023208479599118703,-0.8298818057110556,0.0,1,0,0,0,236,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
04:55.5,27/06/2024,02/07/2024,Doxie Hotel,7,5,8.787778736517721,-0.9000555415836516,-0.18032206340214044,-0.8298818057110556,0.0,1,0,0,0,245,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
05:24.3,28/06/2024,29/06/2024,Hotel St. James,8,1,8.68,1.1374733316148449,0.8409162313175008,1.3423200809726374,8.013937282229964,0,0,0,1,34,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
05:26.3,28/06/2024,29/06/2024,Doxie Hotel,8,1,8.787778736517721,-0.9000555415836516,-0.023208479599118703,-0.8298818057110556,0.0,1,0,0,0,192,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
05:57.3,28/06/2024,30/06/2024,Doxie Hotel,8,2,8.787778736517721,-0.9000555415836516,0.36957547990843564,-0.8298818057110556,0.0,1,0,0,0,199,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
06:29.4,28/06/2024,01/07/2024,Doxie Hotel,8,3,8.787778736517721,-0.9000555415836516,-0.023208479599118703,-0.8298818057110556,0.0,1,0,0,0,227,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
07:00.2,28/06/2024,02/07/2024,Doxie Hotel,8,4,8.787778736517721,-0.9000555415836516,-0.21174478016274478,-0.8298818057110556,0.0,1,0,0,0,236,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
07:32.1,28/06/2024,03/07/2024,Doxie Hotel,8,5,8.787778736517721,-0.9000555415836516,-0.33743564720516217,-0.8298818057110556,0.0,1,0,0,0,222,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
08:34.7,29/06/2024,01/07/2024,Doxie Hotel,9,2,8.787778736517721,-0.9000555415836516,-0.35314700558546436,0.7519655612467556,10.047846889952153,1,0,0,0,232,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
09:39.0,29/06/2024,03/07/2024,Doxie Hotel,9,4,8.787778736517721,-0.9000555415836516,-0.41599243910667305,-0.8298818057110556,0.0,1,0,0,0,237,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
10:10.2,29/06/2024,04/07/2024,Doxie Hotel,9,5,8.787778736517721,-0.9000555415836516,-0.49454923100818393,-0.8298818057110556,0.0,1,0,0,0,230,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
10:38.0,30/06/2024,01/07/2024,Hotel St. James,10,1,8.68,1.1374733316148449,-0.9030445488960405,0.45678830138381477,10.0,0,0,0,1,4,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
10:40.6,30/06/2024,01/07/2024,Doxie Hotel,10,1,8.787778736517721,-0.9000555415836516,-1.0601581326990621,-0.8298818057110556,0.0,0,0,0,0,229,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
11:11.0,30/06/2024,02/07/2024,Hotel St. James,10,2,8.68,1.1374733316148449,-0.7773536818536231,0.524906130582955,10.05586592178771,0,0,0,1,12,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
11:13.7,30/06/2024,02/07/2024,Doxie Hotel,10,2,8.787778736517721,-0.9000555415836516,-1.0601581326990621,-0.8298818057110556,0.0,0,0,0,0,244,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
11:42.0,30/06/2024,03/07/2024,Hotel St. James,10,3,8.68,1.1374733316148449,-0.7302196067127166,0.5476120736493351,9.89010989,0,0,0,1,15,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
12:13.4,30/06/2024,04/07/2024,Hotel St. James,10,4,8.68,1.1374733316148449,-0.6516628148112057,0.5930239597820952,10.106382978723405,0,0,0,1,23,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
12:16.0,30/06/2024,04/07/2024,Doxie Hotel,10,4,8.787778736517721,-0.9000555415836516,-1.0601581326990621,-0.8298818057110556,0.0,0,0,0,0,235,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
12:46.8,30/06/2024,05/07/2024,Hotel St. James,10,5,8.68,1.1374733316148449,-0.13318798826123393,0.865495276578656,9.821428571428571,0,0,0,1,46,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
12:49.1,30/06/2024,05/07/2024,Doxie Hotel,10,5,8.787778736517721,-0.9000555415836516,-0.7773536818536231,-0.8298818057110556,0.0,0,0,0,0,244,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
13:17.4,01/07/2024,02/07/2024,Hotel St. James,11,1,8.68,1.1374733316148449,-0.6516628148112057,0.5930239597820952,10.106382978723405,0,0,0,1,16,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
13:19.9,01/07/2024,02/07/2024,Doxie Hotel,11,1,8.787778736517721,-0.9000555415836516,-1.0601581326990621,-0.8298818057110556,0.0,0,0,0,0,225,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
13:48.9,01/07/2024,03/07/2024,Hotel St. James,11,2,8.68,1.1374733316148449,-0.6516628148112057,0.5930239597820952,10.106382978723405,0,0,0,1,17,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
13:51.7,01/07/2024,03/07/2024,Doxie Hotel,11,2,8.787778736517721,-0.9000555415836516,-1.2801171500232926,0.25243481378639415,9.79020979,0,0,0,0,234,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
14:22.5,01/07/2024,04/07/2024,Hotel St. James,11,3,8.68,1.1374733316148449,-0.5573946645293926,0.6384358459148554,9.793814432989691,0,0,0,1,18,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
14:25.3,01/07/2024,04/07/2024,Doxie Hotel,11,3,8.787778736517721,-0.9000555415836516,-1.0601581326990621,-0.8298818057110556,0.0,0,0,0,0,242,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
14:56.8,01/07/2024,05/07/2024,Hotel St. James,11,4,8.68,1.1374733316148449,0.023925595541787817,0.9487504011553829,9.787234042553193,0,0,0,1,47,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
15:30.0,01/07/2024,06/07/2024,Doxie Hotel,11,5,8.787778736517721,-0.9000555415836516,-0.35314700558546436,-0.8298818057110556,0.0,0,0,0,0,239,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
15:57.7,02/07/2024,03/07/2024,Hotel St. James,12,1,8.68,1.1374733316148449,-0.6516628148112057,0.5930239597820952,10.106382978723405,0,0,0,1,11,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
16:00.0,02/07/2024,03/07/2024,Doxie Hotel,12,1,8.787778736517721,-0.9000555415836516,-1.0601581326990621,-0.8298818057110556,0.0,0,0,0,0,207,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
16:28.3,02/07/2024,04/07/2024,Hotel St. James,12,2,8.68,1.1374733316148449,-0.5259719477687883,0.6611417889812354,10.152284263959393,0,0,0,1,13,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
16:30.8,02/07/2024,04/07/2024,Doxie Hotel,12,2,8.787778736517721,-0.9000555415836516,-1.0601581326990621,-0.8298818057110556,0.0,0,0,0,0,221,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
17:00.0,02/07/2024,05/07/2024,Hotel St. James,12,3,8.68,1.1374733316148449,0.19675053772511172,1.0471428211096967,10.080645161290322,0,0,0,1,47,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
17:33.7,02/07/2024,06/07/2024,Doxie Hotel,12,4,8.787778736517721,-0.9000555415836516,-0.18032206340214044,-0.8298818057110556,0.0,0,0,0,0,247,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
18:35.3,03/07/2024,04/07/2024,Hotel St. James,13,1,8.68,1.1374733316148449,-0.40028108072637086,0.7292596181803755,10.194174757281552,0,0,0,1,12,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
18:37.3,03/07/2024,04/07/2024,Doxie Hotel,13,1,8.787778736517721,-0.9000555415836516,-1.0601581326990621,-0.8298818057110556,0.0,0,0,0,0,172,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
19:08.2,03/07/2024,05/07/2024,Hotel St. James,13,2,8.68,1.1374733316148449,0.5581117804720618,1.2439276610183239,10.218978102189782,0,0,0,1,51,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
21:10.5,04/07/2024,05/07/2024,Hotel St. James,14,1,8.68,1.1374733316148449,1.3908137746280769,1.6829092269683386,9.939759036144578,0,0,0,1,100,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
23:17.3,04/07/2024,09/07/2024,Doxie Hotel,14,5,8.787778736517721,-0.9000555415836516,0.07105967068269434,-0.8298818057110556,0.0,0,0,0,0,245,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
23:48.3,05/07/2024,06/07/2024,Hotel St. James,15,1,8.68,1.1374733316148449,2.9619496126582945,-0.8298818057110556,0.0,0,0,0,1,186,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
24:19.5,05/07/2024,07/07/2024,Hotel St. James,15,2,8.68,1.1374733316148449,2.9619496126582945,-0.8298818057110556,0.0,0,0,0,1,183,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
24:50.3,05/07/2024,08/07/2024,Hotel St. James,15,3,8.68,1.1374733316148449,2.1763816936431857,-0.8298818057110556,0.0,0,0,0,1,216,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
25:20.7,05/07/2024,09/07/2024,Hotel St. James,15,4,8.68,1.1374733316148449,1.7835977341356313,-0.8298818057110556,0.0,0,0,0,1,183,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
25:21.5,05/07/2024,09/07/2024,Doxie Hotel,15,4,8.787778736517721,-0.9000555415836516,0.008214237161485644,-0.8298818057110556,0.0,0,0,0,0,242,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
25:50.9,05/07/2024,10/07/2024,Hotel St. James,15,5,8.68,1.1374733316148449,1.924999959558351,-0.8298818057110556,0.0,0,0,0,1,175,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
25:51.3,05/07/2024,10/07/2024,Doxie Hotel,15,5,8.787778736517721,-0.9000555415836516,-0.07034255474002522,-0.8298818057110556,0.0,0,0,0,0,211,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
26:19.9,06/07/2024,07/07/2024,Hotel St. James,16,1,8.68,1.1374733316148449,1.3908137746280769,1.6829092269683386,9.939759036144578,0,0,0,1,45,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
26:49.9,06/07/2024,08/07/2024,Hotel St. James,16,2,8.68,1.1374733316148449,0.43242091342964434,1.1758098318191836,10.18867924528302,0,0,0,1,27,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
27:20.2,06/07/2024,09/07/2024,Hotel St. James,16,3,8.68,1.1374733316148449,0.11819374582360086,1.0017309349769365,9.917355371900827,0,0,0,1,13,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
27:23.0,06/07/2024,09/07/2024,Doxie Hotel,16,3,8.787778736517721,-0.9000555415836516,-0.35314700558546436,-0.8298818057110556,0.0,0,0,0,0,237,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
27:52.0,06/07/2024,10/07/2024,Hotel St. James,16,4,8.68,1.1374733316148449,0.33815276314783127,1.1228292979976302,10.07751937984496,0,0,0,1,18,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
27:54.1,06/07/2024,10/07/2024,Doxie Hotel,16,4,8.787778736517721,-0.9000555415836516,-0.35314700558546436,-0.8298818057110556,0.0,0,0,0,0,187,2.0,9.322012578616352,Manhattan,0.014526077647835135,Other Manhattan
28:22.4,06/07/2024,11/07/2024,Hotel St. James,16,5,8.68,1.1374733316148449,0.47955498857055084,1.1909471271967704,9.737827715355806,0,0,0,1,12,2.0,9.7,Manhattan,-0.6856308649777909,Other Manhattan
