Snapshot,start_date,end_date,name,TTT,LOS,score,reviews,price_per_night,original_price,discount_perc,Free_cancellation,No_payment,Breakfast,Option Member,Index,star_rating,location_rating,neighborhood,km_from_center,neighborhood_category
57:27.4,26/06/2024,01/07/2024,"The Cloud One New York-Downtown, by the Motel One Group",1,5,8.88,-0.8056432805409214,-0.026740021413108345,-1.273644991801406,0.0,0,0,0,0,40,4.0,9.3,Manhattan,1.7296437418177393,Other Manhattan
57:27.5,26/06/2024,01/07/2024,"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",1,5,9.29,0.4244922577141724,0.8932524339059285,0.91488507014975,6.493506493506493,0,1,0,1,47,4.0,9.445408500330323,Hell's Kitchen,-0.49335751231219244,Midtown Manhattan
57:27.5,26/06/2024,01/07/2024,The Westin New York Grand Central,1,5,8.88,1.2065651826975432,1.2321970227076788,1.5757074589856508,22.94264339,0,1,0,1,52,4.0,9.3,Murray Hill,-0.40618099254239115,Midtown Manhattan
57:27.5,26/06/2024,01/07/2024,DoubleTree by Hilton New York Downtown,1,5,8.770833048042908,0.24934050888977163,0.005540415615629787,0.566709833021157,10.038610038610038,1,0,0,1,54,4.0,9.445408500330323,Manhattan,1.9911733011271426,Other Manhattan
57:27.6,26/06/2024,01/07/2024,Mondrian Park Avenue,1,5,8.770833048042908,-0.3911853632645777,0.538167626589809,1.419383883131997,29.815303430079155,0,1,0,1,56,4.0,9.445408500330323,NoMad,-0.18823969311788802,Downtown Manhattan
57:27.6,26/06/2024,01/07/2024,SpringHill Suites by Marriott New York Manhattan/Times Square South,1,5,8.48,0.027345850496054383,0.7641306857909759,-1.273644991801406,0.0,0,1,0,0,61,4.0,9.445408500330323,Hell's Kitchen,-0.49335751231219244,Midtown Manhattan
57:27.6,26/06/2024,01/07/2024,TownePlace Suites by Marriott New York Manhattan/Chelsea,1,5,8.28,-1.061242634930018,0.45746653401796367,0.9077794530654929,14.98371335504886,0,1,0,0,62,4.0,9.3,Chelsea,-0.2318279530027887,Midtown Manhattan
57:27.7,26/06/2024,01/07/2024,Aliz Hotel Times Square,1,5,8.08,-0.3555440190270543,0.07010128967310605,0.9219906872340069,23.300970873786408,0,0,0,1,64,4.0,9.445408500330323,Hell's Kitchen,-0.6241222919668943,Midtown Manhattan
57:27.7,26/06/2024,01/07/2024,City Club Hotel,1,5,8.770833048042908,-0.042918513857920344,-0.3334041731861206,0.495653662178587,14.859437751004014,1,0,0,0,66,4.0,9.445408500330323,Manhattan,-0.7112988117366955,Other Manhattan
57:27.7,26/06/2024,01/07/2024,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",1,5,8.770833048042908,-0.3911853632645777,0.23150347481679673,-1.273644991801406,0.0,0,1,0,0,69,4.0,9.445408500330323,Chelsea,-0.14465143323298735,Midtown Manhattan
57:27.8,26/06/2024,01/07/2024,Omni Berkshire Place,1,5,9.29,-0.20585037322945596,0.6511491561903925,1.1493704339302309,19.94134897360704,0,0,0,0,77,4.0,9.6,Midtown East,-0.8420635913913973,Midtown Manhattan
57:27.9,26/06/2024,01/07/2024,"The Time New York, part of JdV by Hyatt",1,5,8.08,-0.40136860447529865,-0.13972155101369182,0.595132301358185,14.82889733840304,1,0,0,1,81,4.0,9.3,Manhattan,-0.9728283710460991,Other Manhattan
57:27.9,26/06/2024,01/07/2024,Pestana CR7 Times Square,1,5,8.88,-0.7374155644290908,-0.12358133249932275,0.5027592792628439,10.0,0,0,0,0,82,4.0,9.445408500330323,Hell's Kitchen,-0.6241222919668943,Midtown Manhattan
57:28.0,26/06/2024,01/07/2024,Millennium Downtown New York,1,5,8.770833048042908,0.9774422554563214,1.474300300423215,1.4335951173005108,14.960629921259844,1,0,0,1,91,4.0,9.3,Manhattan,1.642467222047938,Other Manhattan
57:28.1,26/06/2024,01/07/2024,The Renwick,1,5,8.88,-0.3881303909013614,0.6188687191616543,0.8793569847284649,10.56105610561056,1,0,0,1,99,4.0,9.5,Murray Hill,-0.44976925242729177,Midtown Manhattan
57:28.1,26/06/2024,01/07/2024,"Dream Midtown, by Hyatt",1,5,8.08,-0.17020902899193255,0.021680634129998853,-1.273644991801406,0.0,0,0,0,1,103,4.0,9.445408500330323,Manhattan,-1.1471814105857017,Other Manhattan
57:28.2,26/06/2024,01/07/2024,"Hotel 50 Bowery, part of JdV by Hyatt",1,5,9.09,-0.3962769838699382,0.5058871895610708,0.815406430970152,10.20408163265306,0,0,0,0,109,4.0,9.445408500330323,Chinatown,1.2501728830838326,Downtown Manhattan
57:28.3,26/06/2024,01/07/2024,"Martinique New York on Broadway, Curio Collection by Hilton",1,5,8.88,-0.24556501395126776,1.490440518937584,-1.273644991801406,0.0,0,1,0,0,114,4.0,9.445408500330323,Manhattan,-0.31900447277259,Other Manhattan
57:28.3,26/06/2024,01/07/2024,Arlo NoMad,1,5,8.48,-0.07143158924793908,1.1514959301358336,1.049891794750633,7.033639143730887,1,0,0,1,119,4.0,9.445408500330323,NoMad,-0.27541621288768936,Downtown Manhattan
57:28.3,26/06/2024,01/07/2024,NoMo SoHo,1,5,8.08,-0.3545256949059822,0.9093926524202975,1.0072580922450909,9.968847352,0,1,0,1,121,4.0,9.445408500330323,SoHo,1.1194081034291303,Downtown Manhattan
57:28.4,26/06/2024,01/07/2024,AC Hotel by Marriott New York Downtown,1,5,9.29,-0.3891487150224335,1.0707948375639882,-1.273644991801406,0.0,0,1,0,0,123,4.0,9.445408500330323,Manhattan,1.8168202615875408,Other Manhattan
57:28.4,26/06/2024,01/07/2024,The James New York - NoMad,1,5,8.48,-0.39831363211208237,0.9900937449921429,1.049891794750633,10.091743119266056,0,1,0,1,124,4.0,9.445408500330323,NoMad,-0.18823969311788802,Downtown Manhattan
57:28.4,26/06/2024,01/07/2024,Henn na Hotel New York,1,5,9.09,-1.1824232053375974,-0.07516067695621555,-1.273644991801406,0.0,0,0,0,0,126,4.0,9.4,Manhattan,-0.49335751231219244,Other Manhattan
57:28.4,26/06/2024,01/07/2024,Warwick New York,1,5,8.68,0.09150027012359653,1.280617678250786,-1.273644991801406,0.0,0,0,0,1,128,4.0,9.6,Manhattan,-1.0164166309309999,Other Manhattan
57:28.4,26/06/2024,01/07/2024,Eurostars Wall Street,1,5,8.770833048042908,-0.40136860447529865,-0.2365628620999062,0.4459143425887879,9.917355371900827,0,0,0,0,130,4.0,9.445408500330323,Manhattan,1.8604085214724413,Other Manhattan
57:28.5,26/06/2024,01/07/2024,Archer Hotel New York,1,5,9.29,-0.3922036873856498,1.9100862003111796,-1.273644991801406,0.0,0,1,0,0,134,4.0,9.5,Manhattan,-0.536945772197093,Other Manhattan
57:28.5,26/06/2024,01/07/2024,Delta Hotels by Marriott New York Times Square,1,5,8.770833048042908,-0.8922008308320497,0.4251860969892255,-1.273644991801406,0.0,0,1,0,0,136,4.0,9.445408500330323,Hell's Kitchen,-0.6241222919668943,Midtown Manhattan
57:28.5,26/06/2024,01/07/2024,Ace Hotel New York,1,5,8.28,-0.3962769838699382,1.3451785523082622,1.220426604772801,9.971509971509972,1,0,0,1,137,4.0,9.445408500330323,NoMad,-0.2318279530027887,Downtown Manhattan
57:28.6,26/06/2024,01/07/2024,Moxy NYC Lower East Side,1,5,8.88,-0.45941307937640824,1.0869350560783573,0.8793569847284649,0.99009901,0,1,0,1,140,4.0,9.445408500330323,Lower East Side,1.1194081034291303,Downtown Manhattan
57:28.6,26/06/2024,01/07/2024,Empire Hotel,1,5,8.770833048042908,2.30228193697112,1.7971046707105962,1.440700734384768,9.947643979057592,0,1,0,0,143,4.0,9.445408500330323,Upper West Side,-1.1471814105857017,Uptown Manhattan
57:28.6,26/06/2024,01/07/2024,Aloft Manhattan Downtown - Financial District,1,5,8.08,-0.39729530799101026,0.3929056599604874,-1.273644991801406,0.0,0,1,0,0,144,4.0,9.445408500330323,Manhattan,1.642467222047938,Other Manhattan
57:28.6,26/06/2024,01/07/2024,citizenM New York Bowery,1,5,9.29,-0.2537116069198445,2.410432974256621,-1.273644991801406,0.0,1,0,0,0,146,4.0,9.445408500330323,Lower East Side,1.0322315836593294,Downtown Manhattan
57:28.7,26/06/2024,01/07/2024,Arlo SoHo,1,5,8.88,-0.026625327920766786,1.6841231411100128,1.248849073109829,5.070422535211268,1,0,0,1,148,4.0,9.445408500330323,SoHo,0.9886433237744287,Downtown Manhattan
57:28.7,26/06/2024,01/07/2024,Wyndham Garden Chinatown,1,5,8.08,-0.40136860447529865,0.3929056599604874,1.0072580922450909,19.937694704049843,1,0,0,0,149,4.0,9.445408500330323,Lower East Side,1.2065846231989317,Downtown Manhattan
57:28.7,26/06/2024,01/07/2024,Hotel AKA NoMad,1,5,8.68,-0.3962769838699382,1.5711416115094292,-1.273644991801406,0.0,0,1,0,1,150,4.0,9.3,NoMad,-0.2318279530027887,Downtown Manhattan
57:28.7,26/06/2024,01/07/2024,Cambria Hotel New York - Chelsea,1,5,8.68,-0.39831363211208237,1.0869350560783573,-1.273644991801406,0.0,0,1,0,0,151,4.0,9.445408500330323,Chelsea,-0.2318279530027887,Midtown Manhattan
57:28.7,26/06/2024,01/07/2024,Moxy NYC Downtown,1,5,8.68,-0.3860937426592172,1.054654619049619,0.9930468580765769,6.583072100313479,0,1,0,0,152,4.0,9.445408500330323,Manhattan,1.5988789621630375,Other Manhattan
57:28.7,26/06/2024,01/07/2024,The Gallivant Times Square,1,5,8.770833048042908,1.3837535797640883,0.05396107115873699,0.8509345163914369,21.07023411371237,1,0,0,1,154,4.0,9.445408500330323,Manhattan,-0.9292401111611986,Other Manhattan
57:28.8,26/06/2024,01/07/2024,The Allen Hotel,1,5,8.88,-0.6783527654069093,0.5543078451041781,1.0996311143404318,20.05988023952096,0,0,0,1,159,4.0,9.445408500330323,Lower East Side,1.1194081034291303,Downtown Manhattan
57:28.8,26/06/2024,01/07/2024,OYO Times Square,1,5,8.770833048042908,-0.39322201150672187,0.07010128967310605,0.595132301358185,9.885931559,0,1,0,1,162,4.0,9.445408500330323,Manhattan,-0.885651851276298,Other Manhattan
57:28.8,26/06/2024,01/07/2024,Pestana Park Avenue,1,5,9.09,-0.937007092159222,0.8609719968771903,0.98594124099232,10.062893081761008,0,0,0,0,163,4.0,9.4,Murray Hill,-0.49335751231219244,Midtown Manhattan
57:28.9,26/06/2024,01/07/2024,The Maritime Hotel,1,5,9.49,-0.3871120667802893,1.8293851077393344,1.277271541446857,3.621169916,1,0,0,0,174,4.0,9.6,Chelsea,0.16046638596131688,Midtown Manhattan
57:28.9,26/06/2024,01/07/2024,Fitzpatrick Grand Central,1,5,9.09,-0.3952586597488661,0.11852194521621326,-1.273644991801406,0.0,1,0,0,0,175,4.0,9.5,Midtown East,-0.536945772197093,Midtown Manhattan
57:29.0,26/06/2024,01/07/2024,Walker Hotel Tribeca,1,5,8.68,-0.781203501635191,0.8448317783628213,-1.273644991801406,0.0,1,0,0,1,178,4.0,9.445408500330323,Chinatown,1.2065846231989317,Downtown Manhattan
57:29.0,26/06/2024,01/07/2024,Washington Square Hotel,1,5,9.09,-0.3952586597488661,1.7325437966531199,1.5686018419013938,15.0,1,0,0,0,179,4.0,9.5,Greenwich Village,0.5091724650405219,Downtown Manhattan
57:29.0,26/06/2024,01/07/2024,Sanctuary Hotel New York,1,5,8.68,-0.3962769838699382,0.5220274080754399,0.8225120480544089,10.16949152542373,0,1,0,1,180,4.0,9.5,Manhattan,-0.8420635913913973,Other Manhattan
57:29.0,26/06/2024,01/07/2024,Selina Chelsea,1,5,8.770833048042908,-0.7985150116934167,0.4736067525323327,1.383855797710712,29.94652406417112,0,0,0,1,183,4.0,9.445408500330323,Chelsea,-0.14465143323298735,Midtown Manhattan
57:29.1,26/06/2024,01/07/2024,Sonder at One Platt,1,5,8.28,-1.051059393719297,2.24903078911293,1.660974863996735,9.927360774818402,0,0,0,0,184,4.0,9.445408500330323,Manhattan,1.7296437418177393,Other Manhattan
57:29.1,26/06/2024,01/07/2024,Aloft Harlem,1,5,8.48,-0.3993319562331545,0.5865882821329161,-1.273644991801406,0.0,0,1,0,0,187,4.0,9.445408500330323,Harlem,0.9450550638895282,Uptown Manhattan
57:29.1,26/06/2024,01/07/2024,Hotel 32 32,1,5,8.08,0.24934050888977163,0.7641306857909759,1.3767501806264548,24.93297587131368,0,0,0,0,189,4.0,9.445408500330323,Manhattan,-0.27541621288768936,Other Manhattan
57:29.2,26/06/2024,01/07/2024,Hyatt Centric Wall Street New York,1,5,8.88,-0.3901670391435056,1.1514959301358336,1.1280535826774598,10.059171597633137,0,0,0,0,193,4.0,9.445408500330323,Manhattan,1.8604085214724413,Other Manhattan
57:29.2,26/06/2024,01/07/2024,Millennium Hilton New York One UN Plaza,1,5,8.08,-0.02560700379969469,1.8455253262537035,-1.273644991801406,0.0,0,1,0,0,194,4.0,9.445408500330323,Midtown East,-0.3625927326574905,Midtown Manhattan
57:29.2,26/06/2024,01/07/2024,Hilton New York Times Square,1,5,8.28,0.01716260928533341,0.8448317783628213,-1.273644991801406,0.0,0,0,0,0,198,4.0,9.445408500330323,Manhattan,-0.7112988117366955,Other Manhattan
57:29.3,26/06/2024,01/07/2024,"Distrikt Hotel New York City, Tapestry Collection by Hilton",1,5,8.28,-0.3993319562331545,0.13466216373058232,-1.273644991801406,0.0,1,0,0,1,204,4.0,9.445408500330323,Hell's Kitchen,-0.6241222919668943,Midtown Manhattan
57:29.4,26/06/2024,01/07/2024,"The Algonquin Hotel Times Square, Autograph Collection",1,5,8.88,-0.39729530799101026,1.3613187708226313,-1.273644991801406,0.0,0,0,0,0,210,4.0,9.6,Manhattan,-0.7548870716215961,Other Manhattan
57:29.4,26/06/2024,01/07/2024,"The Lexington Hotel, Autograph Collection",1,5,8.48,-0.39322201150672187,1.4258796448801077,-1.273644991801406,0.0,0,1,0,1,212,4.0,9.445408500330323,Midtown East,-0.6241222919668943,Midtown Manhattan
57:29.4,26/06/2024,01/07/2024,Hyatt Herald Square New York,1,5,8.48,-0.3993319562331545,2.0876286039692395,1.753347886092076,15.023474178403756,0,0,0,0,217,4.0,9.445408500330323,NoMad,-0.27541621288768936,Downtown Manhattan
57:29.5,26/06/2024,01/07/2024,Hotel 48LEX New York,1,5,8.28,-0.39729530799101026,1.248337241222048,1.2914827756153708,14.127423822714682,0,1,0,0,224,4.0,9.445408500330323,Midtown East,-0.6241222919668943,Midtown Manhattan
57:29.6,26/06/2024,01/07/2024,Ink 48 Hotel,1,5,8.48,-0.38405709441707303,1.6357024855669056,1.362538946457941,9.973045822102426,0,1,0,0,233,4.0,9.445408500330323,Hell's Kitchen,-0.7984753315064967,Midtown Manhattan
57:29.6,26/06/2024,01/07/2024,Hyatt Union Square New York,1,5,8.88,-0.3952586597488661,2.1360492595123466,1.774664737344847,14.918414918414918,0,0,0,0,234,4.0,9.445408500330323,Union Square,0.37840768538582,Downtown Manhattan
57:29.8,26/06/2024,01/07/2024,Renaissance New York Chelsea Hotel,1,5,8.48,-0.7924050669669841,3.362705866604396,-1.273644991801406,0.0,0,1,0,0,245,4.0,9.445408500330323,Chelsea,-0.10106317334808688,Midtown Manhattan
57:29.8,26/06/2024,01/07/2024,Roomza Times Square at Pestana CR7,1,5,9.49,-1.3575749541619981,1.248337241222048,1.2914827756153708,14.127423822714682,1,0,0,0,249,4.0,9.5,Hell's Kitchen,-0.6241222919668943,Midtown Manhattan
57:58.3,27/06/2024,28/06/2024,City Club Hotel,2,1,8.770833048042908,-0.042918513857920344,-1.5762009987925387,-0.14385187540454303,15.09433962264151,1,0,0,0,3,4.0,9.445408500330323,Manhattan,-0.7112988117366955,Other Manhattan
57:58.4,27/06/2024,28/06/2024,The Washington by LuxUrban,2,1,8.28,-0.38405709441707303,-0.8337509471315617,0.15458404213425098,9.950248756218906,0,0,0,0,5,4.0,9.4,Manhattan,1.7732320017026395,Other Manhattan
57:58.4,27/06/2024,28/06/2024,Arlo Midtown,2,1,9.29,3.990663329708658,-0.22042264358553715,-1.273644991801406,0.0,1,0,0,1,8,4.0,9.445408500330323,Hell's Kitchen,-0.5805340320819937,Midtown Manhattan
57:58.4,27/06/2024,28/06/2024,citizenM New York Times Square,2,1,9.29,-0.32295764715274716,-0.05902045844184648,0.637766003863727,14.869888475836431,0,0,0,0,9,4.0,9.6,Manhattan,-0.9728283710460991,Other Manhattan
57:58.5,27/06/2024,28/06/2024,Hotel 32 32,2,1,8.08,0.24934050888977163,-0.5432270138729185,0.609343535526699,24.90566037735849,0,0,0,0,12,4.0,9.445408500330323,Manhattan,-0.27541621288768936,Other Manhattan
57:58.5,27/06/2024,28/06/2024,Hyatt Place New York City/Times Square,2,1,8.08,0.11797669727147106,-0.28498351764301344,0.42459749133601693,10.041841,0,0,0,0,15,4.0,9.445408500330323,Hell's Kitchen,-0.5805340320819937,Midtown Manhattan
57:58.5,27/06/2024,28/06/2024,Hotel Boutique at Grand Central,2,1,8.68,-0.3412874813320449,-0.430245484272335,0.35354132049344694,10.04366812227074,1,0,0,1,17,4.0,9.445408500330323,Midtown East,-0.536945772197093,Midtown Manhattan
57:58.6,27/06/2024,28/06/2024,Hotel Beacon,2,1,9.29,-0.36776390847991947,-0.01059980289873928,1.3483277122894268,37.12737127371274,0,0,0,1,19,4.0,9.6,Upper West Side,-0.7112988117366955,Uptown Manhattan
57:58.6,27/06/2024,28/06/2024,Executive Hotel Le Soleil New York,2,1,9.09,0.9234710770395002,-0.13972155101369182,0.495653662178587,10.040160642570282,1,0,0,0,23,4.0,9.4,Manhattan,-0.44976925242729177,Other Manhattan
57:58.7,27/06/2024,28/06/2024,Hyatt Grand Central New York,2,1,8.08,2.3114468540607693,0.21536325630242764,0.7798783455488669,14.878892733564014,0,0,0,0,27,4.0,9.445408500330323,Midtown East,-0.49335751231219244,Midtown Manhattan
57:58.7,27/06/2024,28/06/2024,The Westin New York Grand Central,2,1,8.88,1.2065651826975432,0.26378391184553485,2.33600848700115,50.98425196850393,0,0,0,1,34,4.0,9.3,Murray Hill,-0.40618099254239115,Midtown Manhattan
57:58.8,27/06/2024,28/06/2024,The Manhattan Club,2,1,9.09,-0.38405709441707303,-0.13972155101369182,-1.273644991801406,0.0,0,0,0,1,38,4.0,9.5,Manhattan,-1.168975540528152,Other Manhattan
57:58.8,27/06/2024,28/06/2024,Delta Hotels by Marriott New York Times Square,2,1,8.770833048042908,-0.8922008308320497,-1.0274335693039904,-1.273644991801406,0.0,0,0,0,0,39,4.0,9.445408500330323,Hell's Kitchen,-0.6241222919668943,Midtown Manhattan
57:58.8,27/06/2024,28/06/2024,Hotel Edison Times Square,2,1,8.08,2.957064346820479,-0.4463857027867041,-1.273644991801406,0.0,1,0,0,1,40,4.0,9.4,Manhattan,-0.885651851276298,Other Manhattan
57:58.8,27/06/2024,28/06/2024,YOTEL New York Times Square,2,1,8.770833048042908,0.9560574489138073,-0.8660313841602998,0.14037280796573698,10.050251256281408,0,0,0,0,42,4.0,9.445408500330323,Hell's Kitchen,-0.6677105518517948,Midtown Manhattan
57:58.9,27/06/2024,28/06/2024,Omni Berkshire Place,2,1,9.29,-0.20585037322945596,0.08624150818747511,0.6022379184424419,9.848484848484848,1,0,0,0,45,4.0,9.6,Midtown East,-0.8420635913913973,Midtown Manhattan
57:58.9,27/06/2024,28/06/2024,Mondrian Park Avenue,2,1,8.770833048042908,-0.3911853632645777,-0.5270867953585494,0.7514558772118389,29.82456140350877,1,0,0,1,46,4.0,9.445408500330323,NoMad,-0.18823969311788802,Downtown Manhattan
57:58.9,27/06/2024,28/06/2024,Radio Hotel,2,1,8.68,0.3379347074230441,-0.7691900730740854,0.18300651047127897,9.756097561,1,0,0,0,50,4.0,9.445408500330323,Washington Heights,2.950115018594957,Uptown Manhattan
57:58.9,27/06/2024,28/06/2024,Empire Hotel,2,1,8.770833048042908,2.30228193697112,0.18308281927368952,0.651977238032241,9.963099631,1,0,0,0,52,4.0,9.445408500330323,Upper West Side,-1.1471814105857017,Uptown Manhattan
57:59.0,27/06/2024,28/06/2024,Arlo NoMad,2,1,8.48,-0.07143158924793908,-0.28498351764301344,0.42459749133601693,10.041841,1,0,0,1,55,4.0,9.445408500330323,NoMad,-0.27541621288768936,Downtown Manhattan
57:59.0,27/06/2024,28/06/2024,Kixby,2,1,9.29,-0.3779471496906404,0.37676544144611834,-1.273644991801406,0.0,1,0,0,0,57,4.0,9.3,Manhattan,-0.44976925242729177,Other Manhattan
57:59.0,27/06/2024,28/06/2024,The Muse New York,2,1,9.29,-0.32295764715274716,0.29606434887427296,0.7088221747062969,10.03584229390681,1,0,0,0,58,4.0,9.4,Manhattan,-0.8420635913913973,Other Manhattan
57:59.1,27/06/2024,28/06/2024,Millennium Hotel Broadway Times Square,2,1,8.770833048042908,4.688215352643045,0.16694260075932046,0.6448716209479839,10.0,1,0,0,1,59,4.0,9.3,Manhattan,-0.7548870716215961,Other Manhattan
57:59.1,27/06/2024,28/06/2024,Tuscany by LuxUrban,2,1,8.48,-0.3922036873856498,-0.7530498545597163,0.19721774463979297,10.144927536231885,0,0,0,0,60,4.0,9.445408500330323,Murray Hill,-0.40618099254239115,Midtown Manhattan
57:59.1,27/06/2024,28/06/2024,Aliz Hotel Times Square,2,1,8.08,-0.3555440190270543,-0.28498351764301344,0.637766003863727,20.074349442379184,0,0,0,1,64,4.0,9.445408500330323,Hell's Kitchen,-0.6241222919668943,Midtown Manhattan
57:59.1,27/06/2024,28/06/2024,The Shelburne Sonesta New York,2,1,8.48,0.0008694233481798476,-0.7691900730740854,0.27537953256661996,15.137614678899084,0,0,0,1,66,4.0,9.445408500330323,Murray Hill,-0.3625927326574905,Midtown Manhattan
57:59.2,27/06/2024,28/06/2024,The FIDI Hotel,2,1,8.88,-1.0174546977239176,-0.914452039703407,0.17590089338702197,13.725490196078432,1,0,0,0,69,4.0,9.445408500330323,Manhattan,1.9911733011271426,Other Manhattan
57:59.2,27/06/2024,28/06/2024,"The Cloud One New York-Downtown, by the Motel One Group",2,1,8.88,-0.8056432805409214,-0.5432270138729185,-1.273644991801406,0.0,0,0,0,0,70,4.0,9.3,Manhattan,1.7296437418177393,Other Manhattan
57:59.2,27/06/2024,28/06/2024,The Belvedere Hotel,2,1,8.68,2.15156996705245,-0.05902045844184648,-1.273644991801406,0.0,1,0,0,0,71,4.0,9.4,Hell's Kitchen,-0.9292401111611986,Midtown Manhattan
57:59.2,27/06/2024,28/06/2024,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",2,1,8.770833048042908,-0.3911853632645777,-0.7046291990166091,-1.273644991801406,0.0,1,0,0,0,74,4.0,9.445408500330323,Chelsea,-0.14465143323298735,Midtown Manhattan
57:59.2,27/06/2024,28/06/2024,"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",2,1,9.29,0.4244922577141724,0.10238172670184419,-1.273644991801406,0.0,1,0,0,0,75,4.0,9.445408500330323,Hell's Kitchen,-0.49335751231219244,Midtown Manhattan
57:59.3,27/06/2024,28/06/2024,"Crowne Plaza Times Square Manhattan, an IHG Hotel",2,1,8.28,0.723879549309369,0.4251860969892255,-1.273644991801406,0.0,1,0,0,1,77,4.0,9.4,Manhattan,-0.9292401111611986,Other Manhattan
57:59.3,27/06/2024,28/06/2024,Moxy NYC Downtown,2,1,8.68,-0.3860937426592172,-0.2042824250711681,0.566709833021157,15.05791505791506,0,0,0,0,79,4.0,9.445408500330323,Manhattan,1.5988789621630375,Other Manhattan
57:59.3,27/06/2024,28/06/2024,SpringHill Suites by Marriott New York Manhattan/Times Square South,2,1,8.48,0.027345850496054383,-0.7046291990166091,-1.273644991801406,0.0,1,0,0,0,81,4.0,9.445408500330323,Hell's Kitchen,-0.49335751231219244,Midtown Manhattan
57:59.3,27/06/2024,28/06/2024,"The Jewel Hotel, New York",2,1,9.29,0.6729633432557642,0.8771122153915594,-1.273644991801406,0.0,0,0,0,1,83,4.0,9.7,Manhattan,-0.885651851276298,Other Manhattan
57:59.4,27/06/2024,28/06/2024,DoubleTree by Hilton New York Downtown,2,1,8.770833048042908,0.24934050888977163,-0.28498351764301344,0.42459749133601693,10.041841,1,0,0,1,86,4.0,9.445408500330323,Manhattan,1.9911733011271426,Other Manhattan
57:59.4,27/06/2024,28/06/2024,Broadway Plaza Hotel,2,1,9.29,0.1373248555718409,0.4413263155035946,0.7798783455488669,10.034602076124568,0,0,0,0,90,4.0,9.5,NoMad,-0.14465143323298735,Downtown Manhattan
57:59.5,27/06/2024,28/06/2024,AC Hotel by Marriott New York Downtown,2,1,9.29,-0.3891487150224335,-0.05902045844184648,-1.273644991801406,0.0,1,0,0,0,93,4.0,9.445408500330323,Manhattan,1.8168202615875408,Other Manhattan
57:59.5,27/06/2024,28/06/2024,"EVEN Hotel New York - Midtown East, an IHG Hotel",2,1,8.88,-0.19261215965551867,-0.3818248287292278,-1.273644991801406,0.0,1,0,0,0,99,4.0,9.445408500330323,Midtown East,-0.44976925242729177,Midtown Manhattan
57:59.6,27/06/2024,28/06/2024,Sheraton New York Times Square Hotel,2,1,8.770833048042908,0.8817197880755442,0.9093926524202975,-1.273644991801406,0.0,0,0,0,0,103,4.0,9.445408500330323,Manhattan,-1.0600048908159005,Other Manhattan
57:59.6,27/06/2024,28/06/2024,Arlo SoHo,2,1,8.88,-0.026625327920766786,0.10238172670184419,0.495653662178587,4.016064257028113,1,0,0,1,106,4.0,9.445408500330323,SoHo,0.9886433237744287,Downtown Manhattan
57:59.7,27/06/2024,28/06/2024,Renaissance New York Midtown Hotel,2,1,9.29,-0.3952586597488661,0.9093926524202975,-1.273644991801406,0.0,0,0,0,0,114,4.0,9.445408500330323,Manhattan,-0.44976925242729177,Other Manhattan
57:59.7,27/06/2024,28/06/2024,Freehand New York,2,1,8.28,-0.3372141848477565,-0.3818248287292278,-1.273644991801406,0.0,1,0,0,0,115,4.0,9.445408500330323,Gramercy,0.029701606306615093,Midtown Manhattan
57:59.7,27/06/2024,28/06/2024,Pestana CR7 Times Square,2,1,8.88,-0.7374155644290908,-0.4463857027867041,-1.273644991801406,0.0,0,0,0,1,117,4.0,9.445408500330323,Hell's Kitchen,-0.6241222919668943,Midtown Manhattan
57:59.8,27/06/2024,28/06/2024,Hyatt Centric Times Square New York,2,1,9.29,0.14547144854041769,1.2321970227076788,1.312799626868142,15.10989010989011,0,0,0,0,119,4.0,9.4,Manhattan,-0.7984753315064967,Other Manhattan
57:59.8,27/06/2024,28/06/2024,Millennium Hilton New York One UN Plaza,2,1,8.08,-0.02560700379969469,0.7479904672766069,-1.273644991801406,0.0,0,0,0,0,121,4.0,9.445408500330323,Midtown East,-0.3625927326574905,Midtown Manhattan
57:59.8,27/06/2024,28/06/2024,citizenM New York Bowery,2,1,9.29,-0.2537116069198445,0.8609719968771903,-1.273644991801406,0.0,1,0,0,0,126,4.0,9.445408500330323,Lower East Side,1.0322315836593294,Downtown Manhattan
57:59.9,27/06/2024,28/06/2024,The Fifty Sonesta Hotel New York,2,1,8.48,-0.21501529031910482,-0.3334041731861206,0.495653662178587,14.859437751004014,0,0,0,1,131,4.0,9.445408500330323,Midtown East,-0.6241222919668943,Midtown Manhattan
57:59.9,27/06/2024,28/06/2024,Little Charlie Hotel,2,1,9.29,-1.0286562630557108,0.6027285006472852,-1.273644991801406,0.0,1,0,0,1,132,4.0,9.445408500330323,Midtown East,-0.44976925242729177,Midtown Manhattan
57:59.9,27/06/2024,28/06/2024,Warwick New York,2,1,8.68,0.09150027012359653,0.05396107115873699,0.4672311938415589,3.673469387755103,1,0,0,1,133,4.0,9.6,Manhattan,-1.0164166309309999,Other Manhattan
