Snapshot,start_date,end_date,name,TTT,LOS,score,reviews,price_per_night,original_price,discount_perc,Free_cancellation,No_payment,Breakfast,Option Member,Index,star_rating,location_rating,neighborhood,km_from_center,neighborhood_category,full_price,checkin,checkout,checkin_day,checkout_day,checkin_day_name_Friday,checkin_day_name_Monday,checkin_day_name_Saturday,checkin_day_name_Sunday,checkin_day_name_Thursday,checkin_day_name_Tuesday,checkin_day_name_Wednesday,checkin_day_name_nan,checkout_day_name_Friday,checkout_day_name_Monday,checkout_day_name_Saturday,checkout_day_name_Sunday,checkout_day_name_Thursday,checkout_day_name_Tuesday,checkout_day_name_Wednesday,checkout_day_name_nan,period_of_the_month_beginning of the month,period_of_the_month_end of the month,period_of_the_month_middle of the month
,26/06/2024,29/06/2024,"Crowne Plaza Times Square Manhattan, an IHG Hotel",1,3,8.28,0.7121666307164896,1.7931288414235795,-1.3414993586638932,0.0,0,1,0,1,39,4.0,9.4,Manhattan,-0.9333655444109901,Other Manhattan,0.6987442158549589,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Hotel Boutique at Grand Central,1,3,8.68,-0.34313922621594867,1.1515966772741955,1.1526002119777559,15.030674846625766,1,0,0,1,44,4.0,9.445408500330323,Midtown East,-0.5439639976529607,Midtown Manhattan,0.44997140705818695,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",1,3,8.770833048042908,-0.39257516024050837,0.5321863118885833,-1.3414993586638932,0.0,0,1,0,0,47,4.0,9.445408500330323,Chelsea,-0.15456245089493126,Midtown Manhattan,0.209776970978545,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Omni Berkshire Place,1,3,9.29,-0.20895597672071514,1.1073530797466518,1.2903112312156384,20.05813953488372,0,0,0,0,50,4.0,9.6,Midtown East,-0.8468318673536501,Midtown Manhattan,0.4328146616239268,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,"The Jewel Hotel, New York",1,3,9.29,0.6617218000791837,2.368295609281648,-1.3414993586638932,0.0,0,0,0,1,51,4.0,9.7,Manhattan,-0.8900987058823201,Other Manhattan,0.9217819065003408,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,"The Cloud One New York-Downtown, by the Motel One Group",1,3,8.88,-0.8031960816281779,0.5321863118885833,-1.3414993586638932,0.0,0,0,0,0,54,4.0,9.3,Manhattan,1.7059116058378756,Other Manhattan,0.209776970978545,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Mondrian Park Avenue,1,3,8.770833048042908,-0.39257516024050837,1.6161544513134047,1.9176614299659918,30.046948356807512,0,1,0,1,55,4.0,9.445408500330323,NoMad,-0.19782928942360123,Downtown Manhattan,0.6301172341179184,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Aliz Hotel Times Square,1,3,8.08,-0.3572637787943943,0.6206735069436707,1.175552048517403,23.10030395136778,0,0,0,1,56,4.0,9.445408500330323,Hell's Kitchen,-0.6304976747103005,Midtown Manhattan,0.24409046184706526,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",1,3,9.29,0.4155510265691312,2.1249558228801577,1.2444075581363443,5.029585798816568,0,1,0,1,59,4.0,9.445408500330323,Hell's Kitchen,-0.5006971591242908,Midtown Manhattan,0.82741980661191,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,DoubleTree by Hilton New York Downtown,1,3,8.770833048042908,0.2420208091767991,0.7091607019987582,0.8465757247824615,10.13986013986014,1,0,0,1,67,4.0,9.445408500330323,Manhattan,1.965512637009895,Other Manhattan,0.27840395271558555,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,"EVEN Hotel New York - Midtown East, an IHG Hotel",1,3,8.88,-0.19584032075501562,1.0188658846915644,0.9613349074806969,9.966777408637874,0,1,0,0,68,4.0,9.445408500330323,Midtown East,-0.45743032059562083,Midtown Manhattan,0.39850117075540653,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,"The Time New York, part of JdV by Hyatt",1,3,8.08,-0.40266412636796955,0.7091607019987582,0.8389251126025792,9.824561403508772,1,0,0,1,86,4.0,9.3,Manhattan,-0.97663238293966,Other Manhattan,0.27840395271558555,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Arlo NoMad,1,3,8.48,-0.0757816238382277,2.4125392068091918,1.3515161286546973,5.113636363636364,1,0,0,1,92,4.0,9.445408500330323,NoMad,-0.28436296648094117,Downtown Manhattan,0.9389386519346009,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,SpringHill Suites by Marriott New York Manhattan/Times Square South,1,3,8.48,0.022081347598145628,2.501026401864279,-1.3414993586638932,0.0,0,1,0,0,95,4.0,9.445408500330323,Hell's Kitchen,-0.5006971591242908,Midtown Manhattan,0.9732521428031211,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,"Hotel 50 Bowery, part of JdV by Hyatt",1,3,9.09,-0.397619643304239,1.5276672562583171,1.1526002119777559,9.81595092,0,0,0,0,99,4.0,9.445408500330323,Chinatown,1.2299763820225065,Downtown Manhattan,0.5958037432493981,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Pestana CR7 Times Square,1,3,8.88,-0.7356000085741882,0.8640132933451613,-1.3414993586638932,0.0,0,0,0,0,102,4.0,9.445408500330323,Hell's Kitchen,-0.6304976747103005,Midtown Manhattan,0.33845256173549604,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Ace Hotel New York,1,3,8.28,-0.397619643304239,2.3019302129903325,-1.3414993586638932,0.0,1,0,0,1,108,4.0,9.445408500330323,NoMad,-0.2410961279522712,Downtown Manhattan,0.8960467883489506,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,"Dream Midtown, by Hyatt",1,3,8.08,-0.17364459527460105,1.1737184760379673,-1.3414993586638932,0.0,0,0,0,1,112,4.0,9.445408500330323,Manhattan,-1.1496997370543396,Other Manhattan,0.458549779775317,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,The Renwick,1,3,8.88,-0.38954847040227003,2.213443017935245,1.2750100068558736,4.970760233918129,1,0,0,1,115,4.0,9.5,Murray Hill,-0.45743032059562083,Midtown Manhattan,0.8617332974804303,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,The Allen Hotel,1,3,8.88,-0.6770840050349134,0.7312825007625301,0.9766361318404616,14.85148514851485,0,0,0,1,121,4.0,9.445408500330323,Lower East Side,1.1001758664364965,Downtown Manhattan,0.2869823254327156,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Delta Hotels by Marriott New York Times Square,1,3,8.770833048042908,-0.8889522937115979,1.1294748785104236,-1.3414993586638932,0.0,0,1,0,0,122,4.0,9.445408500330323,Hell's Kitchen,-0.6304976747103005,Midtown Manhattan,0.44139303434105687,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Washington Square Hotel,1,3,9.09,-0.3966107466914929,2.6116353956831384,1.74934796200858,15.0990099,1,0,0,0,126,4.0,9.5,Greenwich Village,0.49444012703511764,Downtown Manhattan,1.0161440063887714,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,NoMo SoHo,1,3,8.08,-0.3562548821816482,2.5673917981555947,1.4050704139138737,5.013927576601671,0,1,0,1,129,4.0,9.445408500330323,SoHo,1.1001758664364965,Downtown Manhattan,0.9989872609545114,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,The Gallivant Times Square,1,3,8.770833048042908,1.3659316357759732,0.44369911683349583,0.9995879683801087,19.934640522875817,1,0,0,1,131,4.0,9.445408500330323,Manhattan,-0.9333655444109901,Other Manhattan,0.17546348011002472,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,The James New York - NoMad,1,3,8.48,-0.3996374365297312,2.7886097857933136,1.4815765357126973,4.878048780487805,0,1,0,1,132,4.0,9.445408500330323,NoMad,-0.19782928942360123,Downtown Manhattan,1.084770988125812,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,OYO Times Square,1,3,8.770833048042908,-0.39459295346600065,0.5985517081798989,0.685912869004932,4.905660377358491,0,1,0,1,134,4.0,9.445408500330323,Manhattan,-0.8900987058823201,Other Manhattan,0.2355120891299352,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Eurostars Wall Street,1,3,8.770833048042908,-0.40266412636796955,0.33309012301463653,0.7012140933646966,10.112359550561797,0,0,0,0,135,4.0,9.445408500330323,Manhattan,1.8357121214238852,Other Manhattan,0.13257161652437438,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,TownePlace Suites by Marriott New York Manhattan/Chelsea,1,3,8.28,-1.0564291314274532,2.523148200628051,-1.3414993586638932,0.0,0,1,0,1,138,4.0,9.3,Chelsea,-0.2410961279522712,Midtown Manhattan,0.9818305155202512,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Henn na Hotel New York,1,3,9.09,-1.1764878283442413,0.8418914945813893,-1.3414993586638932,0.0,0,0,0,0,151,4.0,9.4,Manhattan,-0.5006971591242908,Other Manhattan,0.32987418901836596,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Wyndham Garden Chinatown,1,3,8.08,-0.40266412636796955,1.4170582624394579,1.428022250453521,20.165745856353592,1,0,0,0,159,4.0,9.445408500330323,Lower East Side,1.1867095434938364,Downtown Manhattan,0.5529118796637478,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Selina Chelsea,1,3,8.770833048042908,-0.7961338053389552,1.262205671093055,1.7416973498286976,30.02481389578164,0,0,0,1,166,4.0,9.445408500330323,Chelsea,-0.15456245089493126,Midtown Manhattan,0.4928632706438373,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Aloft Manhattan Downtown - Financial District,1,3,8.08,-0.3986285399169851,1.1958402748017392,-1.3414993586638932,0.0,0,1,0,0,168,4.0,9.445408500330323,Manhattan,1.6193779287805357,Other Manhattan,0.46712815249244705,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Moxy NYC Lower East Side,1,3,8.88,-0.4601712332944982,2.722244389501998,-1.3414993586638932,0.0,0,1,0,1,171,4.0,9.445408500330323,Lower East Side,1.1001758664364965,Downtown Manhattan,1.0590358699744218,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Fitzpatrick Grand Central,1,3,9.09,-0.3966107466914929,1.0188658846915644,-1.3414993586638932,0.0,1,0,0,0,172,4.0,9.5,Midtown East,-0.5439639976529607,Midtown Manhattan,0.39850117075540653,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Moxy NYC Downtown,1,3,8.68,-0.3875306771767778,2.7001225907382262,1.535130820971874,7.712765957446808,0,1,0,0,173,4.0,9.445408500330323,Manhattan,1.5761110902518658,Other Manhattan,1.0504574972572918,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Sanctuary Hotel New York,1,3,8.68,-0.397619643304239,1.859494237714895,1.282660619035756,9.912536443148689,0,1,0,1,179,4.0,9.5,Manhattan,-0.8468318673536501,Other Manhattan,0.7244793340063491,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Cambria Hotel New York - Chelsea,1,3,8.68,-0.3996374365297312,2.5673917981555947,-1.3414993586638932,0.0,0,1,0,0,181,4.0,9.445408500330323,Chelsea,-0.2410961279522712,Midtown Manhattan,0.9989872609545114,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Hotel 32 32,1,3,8.08,0.2420208091767991,1.859494237714895,1.8105528594476388,25.0,0,0,0,0,182,4.0,9.445408500330323,Manhattan,-0.28436296648094117,Other Manhattan,0.7244793340063491,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Walker Hotel Tribeca,1,3,8.68,-0.7789825629222712,2.523148200628051,-1.3414993586638932,0.0,1,0,0,1,196,4.0,9.445408500330323,Chinatown,1.1867095434938364,Downtown Manhattan,0.9818305155202512,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Sonder Flatiron,1,3,8.48,-1.3318579067071432,2.6780007919744544,1.5963357184109328,9.895833333333332,0,0,0,0,201,4.0,9.445408500330323,NoMad,-0.15456245089493126,Downtown Manhattan,1.0418791245401617,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,"Distrikt Hotel New York City, Tapestry Collection by Hilton",1,3,8.28,-0.40064633314247733,0.8197696958176175,-1.3414993586638932,0.0,1,0,0,1,204,4.0,9.445408500330323,Hell's Kitchen,-0.6304976747103005,Midtown Manhattan,0.3212958163012359,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Hilton New York Times Square,1,3,8.28,0.01199238147068446,1.859494237714895,-1.3414993586638932,0.0,0,0,0,0,209,4.0,9.445408500330323,Manhattan,-0.7170313517676404,Other Manhattan,0.7244793340063491,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Hotel 48LEX New York,1,3,8.28,-0.3986285399169851,2.5895135969193666,1.9253120421458743,19.906323185011708,0,1,0,1,215,4.0,9.445408500330323,Midtown East,-0.6304976747103005,Midtown Manhattan,1.0075656336716414,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,29/06/2024,Aloft Harlem,1,3,8.48,-0.40064633314247733,2.3019302129903325,-1.3414993586638932,0.0,0,1,0,0,224,4.0,9.445408500330323,Harlem,0.9271085123218169,Uptown Manhattan,0.8960467883489506,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,The Washington by LuxUrban,1,4,8.28,-0.3855128839512856,-0.39692923618983506,0.41814144270904935,10.0,0,0,0,0,3,4.0,9.4,Manhattan,1.7491784443665452,Other Manhattan,0.44139303434105687,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,Hyatt Place New York City/Times Square,1,4,8.08,0.11187314613255003,0.7755260982900738,0.8695275613221086,10.034602076124568,0,0,0,0,10,4.0,9.445408500330323,Hell's Kitchen,-0.5872308361816306,Midtown Manhattan,1.0475980396849152,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,YOTEL New York Times Square,1,4,8.770833048042908,0.9421950584226042,-0.10934585226080079,0.5252500132274024,9.836065573770492,0,0,0,0,13,4.0,9.445408500330323,Hell's Kitchen,-0.6737645132389705,Midtown Manhattan,0.5900848281046447,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,Hyatt Centric Times Square New York,1,4,9.29,0.1391133546766952,1.4170582624394579,1.2597087824961088,15.0,0,0,0,0,14,4.0,9.4,Manhattan,-0.8035650288249803,Other Manhattan,1.379295118080611,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,Hotel Edison Times Square,1,4,8.08,2.9246769024687236,0.6206735069436707,-1.3414993586638932,0.0,1,0,0,1,15,4.0,9.4,Manhattan,-0.8900987058823201,Other Manhattan,0.9675332276583678,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,The Belvedere Hotel,1,4,8.68,2.1266396817865454,0.5321863118885833,0.8312745004226968,12.323943661971832,1,0,0,0,16,4.0,9.4,Hell's Kitchen,-0.9333655444109901,Midtown Manhattan,0.9217819065003408,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,Arlo Midtown,1,4,9.29,3.9487069644060324,1.859494237714895,-1.3414993586638932,0.0,1,0,0,1,18,4.0,9.445408500330323,Hell's Kitchen,-0.5872308361816306,Midtown Manhattan,1.6080517238707464,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,Radio Hotel,1,4,8.68,0.32979481448571124,-0.44117283371737875,0.40284021834928463,10.087719298245611,0,0,0,0,21,4.0,9.445408500330323,Washington Heights,2.9173830846406337,Uptown Manhattan,0.41851737376204334,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,Hyatt Grand Central New York,1,4,8.08,2.2850364499876856,2.080712225352614,1.5274802087919914,14.933333333333335,0,0,0,0,24,4.0,9.445408500330323,Midtown East,-0.5006971591242908,Midtown Manhattan,1.722430026765814,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,Hilton New York Fashion District,1,4,8.28,-0.38248619411304724,1.6161544513134047,1.3438655164748148,15.0997151,0,0,0,1,25,4.0,9.445408500330323,Chelsea,-0.15456245089493126,Midtown Manhattan,1.482235590686172,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,The FIDI Hotel,1,4,8.88,-1.0130465770793702,-0.21995484607966012,0.5252500132274024,11.885245901639344,0,0,0,0,26,4.0,9.445408500330323,Manhattan,1.965512637009895,Other Manhattan,0.5328956766571109,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,citizenM New York Times Square,1,4,9.29,-0.3249790871865186,2.080712225352614,-1.3414993586638932,0.0,0,0,0,0,27,4.0,9.6,Manhattan,-0.97663238293966,Other Manhattan,1.722430026765814,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,Kixby,1,4,9.29,-0.3794595042748089,0.753404299526302,0.7318165420842261,4.428044280442804,0,1,0,1,28,4.0,9.3,Manhattan,-0.45743032059562083,Other Manhattan,1.0361602093954083,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,Tuscany by LuxUrban,1,4,8.48,-0.3935840568532545,0.22248112919577717,0.6629610324652849,10.30534351145038,0,0,0,0,31,4.0,9.445408500330323,Murray Hill,-0.41416348206695086,Midtown Manhattan,0.7616522824472461,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,"The Cloud One New York-Downtown, by the Motel One Group",1,4,8.88,-0.8031960816281779,0.3109683242508646,-1.3414993586638932,0.0,0,0,0,0,33,4.0,9.3,Manhattan,1.7059116058378756,Other Manhattan,0.8074036036052732,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,Hotel Boutique at Grand Central,1,4,8.68,-0.34313922621594867,0.9303786896364769,1.0607928658191677,14.968152866242038,1,0,0,1,35,4.0,9.445408500330323,Midtown East,-0.5439639976529607,Midtown Manhattan,1.1276628517114624,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,26/06/2024,30/06/2024,"Crowne Plaza Times Square Manhattan, an IHG Hotel",1,4,8.28,0.7121666307164896,1.7488852438960358,-1.3414993586638932,0.0,0,1,0,1,40,4.0,9.4,Manhattan,-0.9333655444109901,Other Manhattan,1.5508625724232126,,,16.214657980456025,19.139087947882736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
