score_expedia,reviews_expedia,star_rating_expedia,location_rating_expedia,km_from_center_expedia,Free_cancellation_expedia,Breakfast_expedia,score_booking,reviews_booking,star_rating_booking,location_rating_booking,km_from_center_booking,Free_cancellation_booking,Breakfast_booking,score_diff,reviews_diff,star_rating_diff,location_rating_diff,km_diff,cancellation_diff,breakfast_diff,Index,index
9.09,828.0,3.0,9.6,1.0,0.0,0.0,8.2,439.0,3.0,9.6,1.0,0.0,0.0,-0.8900000000000006,-389.0,0.0,0.0,0.0,0.0,0.0,156.0,103.0
8.48,1013.0,3.0,9.445408500330323,5.6,1.0,0.0,7.5,654.0,3.0,9.335996215193298,5.6,1.0,0.0,-0.9800000000000004,-359.0,0.0,0.004939580286320299,0.0,0.0,0.0,176.0,53.0
8.787778736517721,2240.0,4.0,9.322012578616352,0.6,0.0,0.0,7.0,1590.0,4.0,9.335996215193298,0.6,0.0,0.0,-1.787778736517721,-650.0,0.0,0.004939580286320299,0.0,0.0,0.0,10.0,155.0
8.770833048042908,1540.0,3.0,9.445408500330323,2.9,1.0,0.0,6.2,3382.0,3.0,9.335996215193298,2.9,1.0,0.0,-2.570833048042908,1842.0,0.0,0.004939580286320299,0.0,0.0,0.0,134.0,11.0
8.08,1041.0,4.0,9.322012578616352,5.6,1.0,0.0,7.5,1220.0,4.0,9.335996215193298,5.6,0.0,0.0,-0.5800000000000001,179.0,0.0,0.004939580286320299,0.0,-1.0,0.0,145.0,104.0
9.29,391.0,3.0,9.3,7.2,0.0,0.0,8.8,1136.0,3.0,9.3,7.2,0.0,0.0,-0.48999999999999844,745.0,0.0,0.0,0.0,0.0,0.0,212.0,49.0
8.08,1335.0,3.0,9.322012578616352,1.7,0.0,0.0,7.8,10977.0,3.0,9.335996215193298,1.7,0.0,0.0,-0.28000000000000025,9642.0,0.0,0.004939580286320299,0.0,0.0,0.0,94.0,14.0
8.88,541.0,3.0,9.445408500330323,7.2,1.0,0.0,7.8,2625.0,3.0,9.335996215193298,7.2,1.0,0.0,-1.080000000000001,2084.0,0.0,0.004939580286320299,0.0,0.0,0.0,162.0,38.0
8.08,1000.0,4.0,9.322012578616352,5.8,1.0,0.0,7.4,696.0,4.0,9.335996215193298,5.8,1.0,1.0,-0.6799999999999997,-304.0,0.0,0.004939580286320299,0.0,0.0,1.0,135.0,29.0
8.787778736517721,2240.0,4.0,9.322012578616352,0.6,0.0,0.0,7.0,1590.0,4.0,9.335996215193298,0.6,0.0,0.0,-1.787778736517721,-650.0,0.0,0.004939580286320299,0.0,0.0,0.0,15.0,108.0
9.09,1007.0,4.0,9.0,5.9,1.0,0.0,8.5,925.0,4.0,9.335996215193298,5.9,1.0,0.0,-0.5899999999999999,-82.0,0.0,0.004939580286320299,0.0,0.0,0.0,154.0,166.0
9.69,606.0,4.0,9.5,1.1,0.0,0.0,9.1,2184.0,4.0,9.5,1.1,0.0,1.0,-0.5899999999999999,1578.0,0.0,0.0,0.0,0.0,1.0,27.0,146.0
8.68,2087.0,3.0,9.3,1.3,1.0,0.0,7.7,2811.0,3.0,9.3,1.3,1.0,0.0,-0.9799999999999995,724.0,0.0,0.0,0.0,0.0,0.0,130.0,146.0
8.787778736517721,1004.0,4.0,9.322012578616352,2.7,0.0,0.0,7.0,4570.0,4.0,9.335996215193298,2.7,0.0,0.0,-1.787778736517721,3566.0,0.0,0.004939580286320299,0.0,0.0,0.0,48.0,48.0
8.48,1174.0,4.0,9.322012578616352,1.6,0.0,0.0,8.0,1143.0,4.0,9.335996215193298,1.6,1.0,0.0,-0.4800000000000004,-31.0,0.0,0.004939580286320299,0.0,1.0,0.0,57.0,155.0
8.74974922398301,1203.0,3.0,9.306447036569988,1.1,0.0,0.0,6.9,1099.0,3.0,9.335996215193298,1.1,0.0,1.0,-1.8497492239830091,-104.0,0.0,0.004939580286320299,0.0,0.0,1.0,163.0,53.0
8.48,1005.0,4.0,9.306447036569988,5.6,0.0,0.0,7.7,3379.0,4.0,9.335996215193298,5.6,0.0,0.0,-0.7800000000000002,2374.0,0.0,0.004939580286320299,0.0,0.0,0.0,47.0,82.0
8.28,1018.0,4.0,9.4,7.1,0.0,0.0,7.9,8398.0,4.0,9.4,7.1,1.0,0.0,-0.379999999999999,7380.0,0.0,0.0,0.0,1.0,0.0,32.0,51.0
8.770833048042908,1009.0,4.0,9.445408500330323,1.0,0.0,0.0,6.8,1881.0,4.0,9.335996215193298,1.0,0.0,0.0,-1.9708330480429082,872.0,0.0,0.004939580286320299,0.0,0.0,0.0,206.0,60.0
8.68,638.0,4.0,9.306447036569988,5.8,1.0,0.0,8.0,1708.0,4.0,9.335996215193298,5.8,1.0,0.0,-0.6799999999999997,1070.0,0.0,0.004939580286320299,0.0,0.0,0.0,166.0,128.0
9.09,472.0,4.0,9.0,1.9,1.0,0.0,8.6,1131.0,4.0,9.4,1.9,0.0,0.0,-0.4900000000000002,659.0,0.0,0.40000000000000036,0.0,-1.0,0.0,151.0,129.0
9.09,238.0,4.0,9.4,3.0,1.0,0.0,8.5,1668.0,4.0,8.9,3.0,1.0,0.0,-0.5899999999999999,1430.0,0.0,-0.5,0.0,0.0,0.0,236.0,166.0
8.48,1011.0,4.0,9.445408500330323,5.6,1.0,0.0,7.7,3379.0,4.0,9.335996215193298,5.6,0.0,0.0,-0.7800000000000002,2368.0,0.0,0.004939580286320299,0.0,-1.0,0.0,60.0,60.0
8.08,1330.0,3.0,9.306447036569988,1.7,0.0,0.0,7.8,10997.0,3.0,9.335996215193298,1.7,0.0,0.0,-0.28000000000000025,9667.0,0.0,0.004939580286320299,0.0,0.0,0.0,169.0,28.0
8.88,1206.0,4.0,9.445408500330323,2.0,0.0,0.0,8.2,1309.0,4.0,9.335996215193298,2.0,0.0,0.0,-0.6800000000000015,103.0,0.0,0.004939580286320299,0.0,0.0,0.0,33.0,91.0
8.74974922398301,1000.0,4.0,9.306447036569988,7.3,1.0,0.0,7.9,1190.0,4.0,9.335996215193298,7.3,0.0,0.0,-0.8497492239830091,190.0,0.0,0.004939580286320299,0.0,-1.0,0.0,231.0,27.0
8.08,1643.0,4.0,9.306447036569988,2.4,0.0,0.0,6.8,676.0,4.0,9.335996215193298,2.4,0.0,0.0,-1.2800000000000002,-967.0,0.0,0.004939580286320299,0.0,0.0,0.0,127.0,73.0
8.48,1003.0,4.0,9.445408500330323,5.2,0.0,0.0,7.7,544.0,4.0,9.335996215193298,5.2,1.0,0.0,-0.7800000000000002,-459.0,0.0,0.004939580286320299,0.0,1.0,0.0,247.0,56.0
8.88,1000.0,4.0,9.322012578616352,3.9,1.0,0.0,7.7,279.0,4.0,9.335996215193298,3.9,1.0,0.0,-1.1800000000000006,-721.0,0.0,0.004939580286320299,0.0,0.0,0.0,76.0,81.0
8.68,228.0,3.0,9.322012578616352,5.7,1.0,0.0,7.3,200.0,3.0,9.335996215193298,5.7,1.0,0.0,-1.38,-28.0,0.0,0.004939580286320299,0.0,0.0,0.0,42.0,92.0
8.88,1206.0,4.0,9.445408500330323,2.0,0.0,0.0,8.2,1309.0,4.0,9.335996215193298,2.0,0.0,0.0,-0.6800000000000015,103.0,0.0,0.004939580286320299,0.0,0.0,0.0,75.0,118.0
9.09,848.0,3.0,9.5,1.0,0.0,0.0,8.2,485.0,3.0,9.5,1.0,0.0,0.0,-0.8900000000000006,-363.0,0.0,0.0,0.0,0.0,0.0,127.0,132.0
8.68,1237.0,3.0,9.6,1.2,0.0,0.0,8.3,1732.0,3.0,9.6,1.2,0.0,0.0,-0.379999999999999,495.0,0.0,0.0,0.0,0.0,0.0,107.0,149.0
8.28,1001.0,4.0,9.322012578616352,1.6,1.0,0.0,7.8,382.0,4.0,9.335996215193298,1.6,0.0,0.0,-0.47999999999999954,-619.0,0.0,0.004939580286320299,0.0,-1.0,0.0,123.0,88.0
8.74974922398301,1203.0,3.0,9.306447036569988,1.1,1.0,0.0,6.9,1099.0,3.0,9.335996215193298,1.1,1.0,1.0,-1.8497492239830091,-104.0,0.0,0.004939580286320299,0.0,0.0,1.0,114.0,102.0
8.68,638.0,4.0,9.306447036569988,5.8,1.0,0.0,8.0,1708.0,4.0,9.335996215193298,5.8,0.0,0.0,-0.6799999999999997,1070.0,0.0,0.004939580286320299,0.0,-1.0,0.0,118.0,125.0
9.69,1348.0,4.0,9.5,6.9,0.0,0.0,9.1,1090.0,4.0,9.5,6.9,0.0,0.0,-0.5899999999999999,-258.0,0.0,0.0,0.0,0.0,0.0,126.0,159.0
8.88,4195.0,3.0,9.3,1.4,0.0,0.0,8.1,22298.0,3.0,9.3,1.4,0.0,0.0,-0.7800000000000011,18103.0,0.0,0.0,0.0,0.0,0.0,33.0,35.0
8.88,625.0,4.0,8.9,7.0,1.0,0.0,8.4,4663.0,4.0,9.3,7.0,1.0,0.0,-0.4800000000000004,4038.0,0.0,0.40000000000000036,0.0,0.0,0.0,76.0,91.0
9.29,146.0,4.0,9.306447036569988,2.5,0.0,0.0,7.7,63.0,4.0,9.335996215193298,2.5,0.0,0.0,-1.589999999999999,-83.0,0.0,0.004939580286320299,0.0,0.0,0.0,90.0,51.0
8.88,1506.0,3.0,9.4,2.1,0.0,0.0,8.1,11540.0,3.0,9.4,2.1,0.0,0.0,-0.7800000000000011,10034.0,0.0,0.0,0.0,0.0,0.0,157.0,74.0
8.08,1335.0,3.0,9.322012578616352,1.7,0.0,0.0,7.8,10977.0,3.0,9.335996215193298,1.7,0.0,0.0,-0.28000000000000025,9642.0,0.0,0.004939580286320299,0.0,0.0,0.0,91.0,20.0
8.787778736517721,1000.0,5.0,9.322012578616352,0.5,0.0,0.0,7.0,530.0,5.0,9.335996215193298,0.5,0.0,0.0,-1.787778736517721,-470.0,0.0,0.004939580286320299,0.0,0.0,0.0,110.0,120.0
8.48,1318.0,4.0,9.322012578616352,2.4,1.0,0.0,8.3,2340.0,4.0,9.335996215193298,2.4,1.0,0.0,-0.17999999999999972,1022.0,0.0,0.004939580286320299,0.0,0.0,0.0,31.0,99.0
8.88,2020.0,4.0,8.5,7.0,1.0,0.0,8.2,3735.0,4.0,9.3,7.0,1.0,0.0,-0.6800000000000015,1715.0,0.0,0.8000000000000007,0.0,0.0,0.0,5.0,78.0
8.68,3490.0,4.0,9.4,0.9,1.0,0.0,8.0,5654.0,4.0,9.4,0.9,1.0,0.0,-0.6799999999999997,2164.0,0.0,0.0,0.0,0.0,0.0,45.0,111.0
8.74974922398301,1203.0,3.0,9.306447036569988,1.1,1.0,0.0,6.9,1099.0,3.0,9.335996215193298,1.1,0.0,1.0,-1.8497492239830091,-104.0,0.0,0.004939580286320299,0.0,-1.0,1.0,52.0,60.0
8.08,1002.0,4.0,9.322012578616352,6.8,0.0,0.0,7.4,1182.0,4.0,9.335996215193298,6.8,0.0,0.0,-0.6799999999999997,180.0,0.0,0.004939580286320299,0.0,0.0,0.0,158.0,5.0
8.68,3508.0,4.0,9.4,0.9,1.0,0.0,8.0,5756.0,4.0,9.4,0.9,1.0,0.0,-0.6799999999999997,2248.0,0.0,0.0,0.0,0.0,0.0,90.0,93.0
9.29,1178.0,4.0,9.6,1.1,1.0,0.0,8.7,1321.0,4.0,9.6,1.1,1.0,0.0,-0.5899999999999999,143.0,0.0,0.0,0.0,0.0,0.0,80.0,172.0
9.09,3136.0,3.0,9.445408500330323,1.8,0.0,0.0,8.1,4308.0,3.0,9.335996215193298,1.8,0.0,0.0,-0.9900000000000002,1172.0,0.0,0.004939580286320299,0.0,0.0,0.0,5.0,155.0
8.88,4179.0,3.0,9.3,1.4,0.0,0.0,8.1,22366.0,3.0,9.3,1.4,0.0,0.0,-0.7800000000000011,18187.0,0.0,0.0,0.0,0.0,0.0,60.0,34.0
8.08,1001.0,4.0,9.445408500330323,5.8,1.0,0.0,7.5,706.0,4.0,9.335996215193298,5.8,1.0,1.0,-0.5800000000000001,-295.0,0.0,0.004939580286320299,0.0,0.0,1.0,114.0,51.0
8.88,1006.0,4.0,9.6,1.9,0.0,0.0,8.7,344.0,4.0,9.6,1.9,0.0,0.0,-0.1800000000000015,-662.0,0.0,0.0,0.0,0.0,0.0,205.0,115.0
8.88,2020.0,4.0,8.5,7.0,1.0,0.0,8.2,3735.0,4.0,9.3,7.0,1.0,0.0,-0.6800000000000015,1715.0,0.0,0.8000000000000007,0.0,0.0,0.0,12.0,150.0
8.88,1003.0,3.0,9.4,2.5,1.0,0.0,8.2,1427.0,3.0,9.4,2.5,1.0,1.0,-0.6800000000000015,424.0,0.0,0.0,0.0,0.0,1.0,83.0,145.0
9.09,1055.0,3.0,9.4,2.8,0.0,0.0,8.6,2621.0,3.0,9.0,2.8,0.0,0.0,-0.4900000000000002,1566.0,0.0,-0.40000000000000036,0.0,0.0,0.0,121.0,92.0
8.88,1012.0,4.0,9.445408500330323,7.3,1.0,0.0,8.2,607.0,4.0,9.335996215193298,7.3,1.0,0.0,-0.6800000000000015,-405.0,0.0,0.004939580286320299,0.0,0.0,0.0,178.0,102.0
8.08,1005.0,4.0,9.445408500330323,6.8,1.0,0.0,7.4,1182.0,4.0,9.335996215193298,6.8,1.0,0.0,-0.6799999999999997,177.0,0.0,0.004939580286320299,0.0,0.0,0.0,147.0,14.0
8.787778736517721,1004.0,4.0,9.322012578616352,2.7,0.0,0.0,7.0,4570.0,4.0,9.335996215193298,2.7,0.0,0.0,-1.787778736517721,3566.0,0.0,0.004939580286320299,0.0,0.0,0.0,66.0,50.0
8.68,228.0,3.0,9.322012578616352,5.7,1.0,0.0,7.3,200.0,3.0,9.335996215193298,5.7,1.0,0.0,-1.38,-28.0,0.0,0.004939580286320299,0.0,0.0,0.0,97.0,113.0
9.09,669.0,3.0,9.3,2.5,0.0,0.0,8.3,1417.0,3.0,9.3,2.5,0.0,0.0,-0.7899999999999991,748.0,0.0,0.0,0.0,0.0,0.0,133.0,114.0
8.68,1033.0,4.0,9.306447036569988,1.8,1.0,0.0,7.9,3130.0,4.0,9.335996215193298,1.8,1.0,0.0,-0.7799999999999994,2097.0,0.0,0.004939580286320299,0.0,0.0,0.0,201.0,150.0
9.29,128.0,4.0,9.322012578616352,2.5,0.0,0.0,7.6,60.0,4.0,9.335996215193298,2.5,0.0,0.0,-1.6899999999999995,-68.0,0.0,0.004939580286320299,0.0,0.0,0.0,200.0,66.0
8.68,1016.0,4.0,9.306447036569988,6.7,0.0,0.0,8.1,1497.0,4.0,9.335996215193298,6.7,0.0,0.0,-0.5800000000000001,481.0,0.0,0.004939580286320299,0.0,0.0,0.0,63.0,95.0
8.787778736517721,1000.0,4.0,9.322012578616352,7.3,1.0,0.0,7.9,1164.0,4.0,9.335996215193298,7.3,1.0,0.0,-0.8877787365177205,164.0,0.0,0.004939580286320299,0.0,0.0,0.0,74.0,31.0
8.68,1001.0,3.0,9.4,1.9,0.0,0.0,8.1,2107.0,3.0,9.4,1.9,0.0,1.0,-0.5800000000000001,1106.0,0.0,0.0,0.0,0.0,1.0,36.0,36.0
8.88,2040.0,4.0,9.3,7.0,1.0,0.0,8.2,3696.0,4.0,9.4,7.0,1.0,0.0,-0.6800000000000015,1656.0,0.0,0.09999999999999964,0.0,0.0,0.0,6.0,128.0
8.28,1006.0,4.0,9.4,7.1,1.0,0.0,7.9,8398.0,4.0,9.4,7.1,1.0,0.0,-0.379999999999999,7392.0,0.0,0.0,0.0,0.0,0.0,79.0,131.0
8.770833048042908,1001.0,4.0,9.445408500330323,7.3,1.0,0.0,7.9,1190.0,4.0,9.335996215193298,7.3,1.0,0.0,-0.8708330480429076,189.0,0.0,0.004939580286320299,0.0,0.0,0.0,55.0,43.0
8.88,662.0,4.0,9.322012578616352,1.6,1.0,0.0,8.2,2441.0,4.0,9.335996215193298,1.6,1.0,0.0,-0.6800000000000015,1779.0,0.0,0.004939580286320299,0.0,0.0,0.0,123.0,105.0
8.88,541.0,3.0,9.445408500330323,7.2,1.0,0.0,7.8,2625.0,3.0,9.335996215193298,7.2,1.0,0.0,-1.080000000000001,2084.0,0.0,0.004939580286320299,0.0,0.0,0.0,225.0,142.0
8.88,396.0,4.0,9.445408500330323,7.6,0.0,0.0,8.2,1099.0,4.0,9.335996215193298,7.6,0.0,0.0,-0.6800000000000015,703.0,0.0,0.004939580286320299,0.0,0.0,0.0,66.0,53.0
8.68,4404.0,2.0,9.7,1.2,0.0,0.0,8.0,2551.0,2.0,9.7,1.2,0.0,0.0,-0.6799999999999997,-1853.0,0.0,0.0,0.0,0.0,0.0,20.0,126.0
8.08,1058.0,3.0,9.4,1.4,0.0,0.0,7.5,3091.0,3.0,9.4,1.4,0.0,1.0,-0.5800000000000001,2033.0,0.0,0.0,0.0,0.0,1.0,40.0,68.0
8.787778736517721,1003.0,4.0,9.322012578616352,2.6,1.0,0.0,6.7,1340.0,4.0,9.335996215193298,2.6,1.0,1.0,-2.0877787365177207,337.0,0.0,0.004939580286320299,0.0,0.0,1.0,22.0,137.0
9.09,1001.0,4.0,9.0,5.9,1.0,0.0,8.5,920.0,4.0,9.0,5.9,1.0,0.0,-0.5899999999999999,-81.0,0.0,0.0,0.0,0.0,0.0,97.0,73.0
9.29,1024.0,4.0,9.3,2.0,0.0,0.0,8.3,181.0,4.0,9.3,2.0,1.0,0.0,-0.9899999999999984,-843.0,0.0,0.0,0.0,1.0,0.0,1.0,171.0
8.68,1168.0,3.0,9.306447036569988,2.1,0.0,0.0,7.8,1292.0,3.0,9.335996215193298,2.1,0.0,1.0,-0.8799999999999999,124.0,0.0,0.004939580286320299,0.0,0.0,1.0,101.0,85.0
8.68,1016.0,4.0,9.445408500330323,6.7,0.0,0.0,8.1,1497.0,4.0,9.335996215193298,6.7,0.0,0.0,-0.5800000000000001,481.0,0.0,0.004939580286320299,0.0,0.0,0.0,75.0,74.0
8.68,1386.0,4.0,9.306447036569988,2.2,0.0,0.0,8.0,1843.0,4.0,9.335996215193298,2.2,0.0,0.0,-0.6799999999999997,457.0,0.0,0.004939580286320299,0.0,0.0,0.0,94.0,65.0
8.68,1168.0,3.0,9.306447036569988,2.1,0.0,0.0,7.8,1292.0,3.0,9.335996215193298,2.1,0.0,1.0,-0.8799999999999999,124.0,0.0,0.004939580286320299,0.0,0.0,1.0,156.0,72.0
8.28,1454.0,3.0,9.306447036569988,1.6,0.0,0.0,7.7,1998.0,3.0,9.335996215193298,1.6,0.0,0.0,-0.5799999999999992,544.0,0.0,0.004939580286320299,0.0,0.0,0.0,17.0,65.0
8.88,1660.0,3.0,9.306447036569988,7.7,0.0,0.0,8.4,5122.0,3.0,9.335996215193298,7.7,0.0,0.0,-0.4800000000000004,3462.0,0.0,0.004939580286320299,0.0,0.0,0.0,23.0,64.0
8.08,224.0,3.0,9.6,2.0,1.0,0.0,7.8,7218.0,3.0,9.6,2.0,1.0,0.0,-0.28000000000000025,6994.0,0.0,0.0,0.0,0.0,0.0,107.0,117.0
8.48,1001.0,4.0,9.322012578616352,5.2,0.0,0.0,7.7,542.0,4.0,9.335996215193298,5.2,0.0,0.0,-0.7800000000000002,-459.0,0.0,0.004939580286320299,0.0,0.0,0.0,233.0,80.0
8.74974922398301,1640.0,4.0,9.306447036569988,7.6,0.0,0.0,7.4,4034.0,4.0,9.335996215193298,7.6,0.0,0.0,-1.3497492239830091,2394.0,0.0,0.004939580286320299,0.0,0.0,0.0,31.0,54.0
8.68,1016.0,4.0,9.306447036569988,6.7,0.0,0.0,8.1,1497.0,4.0,9.335996215193298,6.7,0.0,0.0,-0.5800000000000001,481.0,0.0,0.004939580286320299,0.0,0.0,0.0,109.0,98.0
8.48,1004.0,3.0,9.306447036569988,5.0,0.0,0.0,7.6,899.0,3.0,9.335996215193298,5.0,0.0,0.0,-0.8800000000000008,-105.0,0.0,0.004939580286320299,0.0,0.0,0.0,67.0,21.0
8.68,1268.0,3.0,9.6,1.2,1.0,0.0,8.3,1818.0,3.0,9.6,1.2,1.0,0.0,-0.379999999999999,550.0,0.0,0.0,0.0,0.0,0.0,9.0,125.0
8.88,537.0,3.0,9.322012578616352,7.2,1.0,0.0,7.8,2636.0,3.0,9.335996215193298,7.2,1.0,0.0,-1.080000000000001,2099.0,0.0,0.004939580286320299,0.0,0.0,0.0,86.0,100.0
8.28,1007.0,4.0,9.306447036569988,2.7,0.0,0.0,7.4,725.0,4.0,9.335996215193298,2.7,0.0,0.0,-0.879999999999999,-282.0,0.0,0.004939580286320299,0.0,0.0,0.0,48.0,93.0
9.09,3172.0,3.0,9.306447036569988,1.8,0.0,0.0,8.1,4308.0,3.0,9.335996215193298,1.8,0.0,0.0,-0.9900000000000002,1136.0,0.0,0.004939580286320299,0.0,0.0,0.0,24.0,121.0
8.787778736517721,484.0,4.0,9.4,1.0,1.0,0.0,7.5,630.0,4.0,9.4,1.0,1.0,0.0,-1.287778736517721,146.0,0.0,0.0,0.0,0.0,0.0,179.0,104.0
8.68,172.0,3.0,9.322012578616352,6.0,1.0,0.0,8.1,1108.0,3.0,9.335996215193298,6.0,1.0,0.0,-0.5800000000000001,936.0,0.0,0.004939580286320299,0.0,0.0,0.0,207.0,74.0
8.88,1154.0,4.0,9.445408500330323,2.3,0.0,0.0,8.1,876.0,4.0,9.335996215193298,2.3,0.0,0.0,-0.7800000000000011,-278.0,0.0,0.004939580286320299,0.0,0.0,0.0,57.0,121.0
8.74974922398301,1639.0,4.0,9.306447036569988,7.6,0.0,0.0,7.4,4034.0,4.0,9.335996215193298,7.6,0.0,0.0,-1.3497492239830091,2395.0,0.0,0.004939580286320299,0.0,0.0,0.0,27.0,43.0
8.28,1001.0,3.0,9.322012578616352,5.0,0.0,0.0,7.6,894.0,3.0,9.335996215193298,5.0,0.0,0.0,-0.6799999999999997,-107.0,0.0,0.004939580286320299,0.0,0.0,0.0,226.0,140.0
8.88,944.0,4.0,9.445408500330323,5.6,0.0,0.0,8.1,875.0,4.0,9.335996215193298,5.6,0.0,1.0,-0.7800000000000011,-69.0,0.0,0.004939580286320299,0.0,0.0,1.0,171.0,160.0
8.48,1003.0,4.0,9.322012578616352,5.6,0.0,0.0,7.7,3345.0,4.0,9.335996215193298,5.6,0.0,0.0,-0.7800000000000002,2342.0,0.0,0.004939580286320299,0.0,0.0,0.0,36.0,32.0
8.28,1439.0,3.0,9.445408500330323,1.6,0.0,0.0,7.7,1998.0,3.0,9.335996215193298,1.6,0.0,0.0,-0.5799999999999992,559.0,0.0,0.004939580286320299,0.0,0.0,0.0,11.0,68.0
8.88,596.0,4.0,8.9,7.0,1.0,0.0,8.4,4539.0,4.0,8.9,7.0,1.0,0.0,-0.4800000000000004,3943.0,0.0,0.0,0.0,0.0,0.0,131.0,130.0
8.787778736517721,1003.0,4.0,9.322012578616352,2.6,1.0,0.0,6.7,1340.0,4.0,9.335996215193298,2.6,1.0,1.0,-2.0877787365177207,337.0,0.0,0.004939580286320299,0.0,0.0,1.0,21.0,113.0
8.08,1001.0,4.0,9.3,0.8,1.0,0.0,7.6,1839.0,4.0,9.3,0.8,1.0,0.0,-0.4800000000000004,838.0,0.0,0.0,0.0,0.0,0.0,189.0,65.0
8.28,1004.0,4.0,9.322012578616352,2.5,1.0,0.0,7.9,1725.0,4.0,9.335996215193298,2.5,1.0,0.0,-0.379999999999999,721.0,0.0,0.004939580286320299,0.0,0.0,0.0,156.0,155.0
8.08,1559.0,4.0,9.306447036569988,1.7,1.0,0.0,7.6,21655.0,4.0,9.335996215193298,1.7,1.0,1.0,-0.4800000000000004,20096.0,0.0,0.004939580286320299,0.0,0.0,1.0,65.0,169.0
8.88,1620.0,3.0,9.445408500330323,7.7,1.0,0.0,8.4,5122.0,3.0,9.335996215193298,7.7,0.0,0.0,-0.4800000000000004,3502.0,0.0,0.004939580286320299,0.0,-1.0,0.0,45.0,80.0
9.29,146.0,3.0,9.1,5.8,1.0,0.0,8.7,1034.0,3.0,9.1,5.8,1.0,1.0,-0.5899999999999999,888.0,0.0,0.0,0.0,0.0,1.0,249.0,126.0
8.88,831.0,4.0,9.5,0.8,1.0,0.0,8.3,718.0,4.0,9.5,0.8,1.0,0.0,-0.5800000000000001,-113.0,0.0,0.0,0.0,0.0,0.0,172.0,155.0
8.28,1009.0,4.0,9.322012578616352,2.7,0.0,0.0,7.4,728.0,4.0,9.335996215193298,2.7,0.0,0.0,-0.879999999999999,-281.0,0.0,0.004939580286320299,0.0,0.0,0.0,14.0,63.0
8.28,1006.0,4.0,9.4,7.1,1.0,0.0,7.9,8398.0,4.0,9.4,7.1,0.0,0.0,-0.379999999999999,7392.0,0.0,0.0,0.0,-1.0,0.0,137.0,151.0
8.08,1330.0,3.0,9.306447036569988,1.7,1.0,0.0,7.8,10997.0,3.0,9.335996215193298,1.7,1.0,0.0,-0.28000000000000025,9667.0,0.0,0.004939580286320299,0.0,0.0,0.0,133.0,45.0
8.88,1170.0,4.0,9.306447036569988,2.3,0.0,0.0,8.1,876.0,4.0,9.335996215193298,2.3,0.0,0.0,-0.7800000000000011,-294.0,0.0,0.004939580286320299,0.0,0.0,0.0,40.0,144.0
9.09,1000.0,3.0,9.1,6.1,1.0,0.0,8.5,731.0,3.0,9.1,6.1,1.0,0.0,-0.5899999999999999,-269.0,0.0,0.0,0.0,0.0,0.0,169.0,85.0
8.68,1005.0,4.0,9.4,0.35,1.0,0.0,7.9,950.0,4.0,9.4,0.35,0.0,0.0,-0.7799999999999994,-55.0,0.0,0.0,0.0,-1.0,0.0,117.0,108.0
9.09,828.0,3.0,9.6,1.0,0.0,0.0,8.2,439.0,3.0,9.6,1.0,0.0,0.0,-0.8900000000000006,-389.0,0.0,0.0,0.0,0.0,0.0,118.0,122.0
8.88,1000.0,4.0,9.322012578616352,3.9,1.0,0.0,7.7,279.0,4.0,9.335996215193298,3.9,1.0,0.0,-1.1800000000000006,-721.0,0.0,0.004939580286320299,0.0,0.0,0.0,167.0,109.0
8.88,1620.0,3.0,9.445408500330323,7.7,0.0,0.0,8.4,5122.0,3.0,9.335996215193298,7.7,0.0,0.0,-0.4800000000000004,3502.0,0.0,0.004939580286320299,0.0,0.0,0.0,9.0,28.0
8.74974922398301,1535.0,3.0,9.306447036569988,2.9,0.0,0.0,6.2,3382.0,3.0,9.335996215193298,2.9,0.0,0.0,-2.5497492239830093,1847.0,0.0,0.004939580286320299,0.0,0.0,0.0,101.0,9.0
8.08,1335.0,3.0,9.322012578616352,1.7,0.0,0.0,7.8,10977.0,3.0,9.335996215193298,1.7,0.0,0.0,-0.28000000000000025,9642.0,0.0,0.004939580286320299,0.0,0.0,0.0,157.0,45.0
8.68,228.0,3.0,9.322012578616352,5.7,1.0,0.0,7.3,200.0,3.0,9.335996215193298,5.7,1.0,0.0,-1.38,-28.0,0.0,0.004939580286320299,0.0,0.0,0.0,90.0,107.0
8.08,1046.0,4.0,9.445408500330323,1.6,0.0,0.0,8.0,5627.0,4.0,9.335996215193298,1.6,0.0,0.0,-0.08000000000000007,4581.0,0.0,0.004939580286320299,0.0,0.0,0.0,64.0,155.0
8.68,1027.0,4.0,9.445408500330323,1.8,0.0,0.0,7.9,3130.0,4.0,9.335996215193298,1.8,1.0,0.0,-0.7799999999999994,2103.0,0.0,0.004939580286320299,0.0,1.0,0.0,141.0,110.0
8.787778736517721,2323.0,4.0,9.322012578616352,1.5,0.0,0.0,7.3,6096.0,4.0,9.335996215193298,1.5,0.0,0.0,-1.487778736517721,3773.0,0.0,0.004939580286320299,0.0,0.0,0.0,7.0,6.0
8.08,1001.0,4.0,9.3,0.8,1.0,0.0,7.6,1839.0,4.0,9.3,0.8,1.0,0.0,-0.4800000000000004,838.0,0.0,0.0,0.0,0.0,0.0,160.0,60.0
8.48,1002.0,4.0,9.322012578616352,2.6,0.0,0.0,8.1,1204.0,4.0,9.335996215193298,2.6,0.0,0.0,-0.3800000000000008,202.0,0.0,0.004939580286320299,0.0,0.0,0.0,75.0,105.0
