Snapshot,Index,Hotel Name,TTT,LOS,Grade,Num of Reviews,Curr Price,Original Price,Percentage of discount,Distance from center,Type of room,Location grade,Is refundable,Late payment,Breakfast included,Option Member
2024-05-26 23:24:34.924826,0,,,,,,,,,,,,,,,
2024-05-26 23:24:34.949821,1,Courtyard New York Manhattan/Times Square West,1,1,9.09.0 out of 10,"1,009 reviews",The price is $135,The price was $159,0,0,0,0,,,,
2024-05-26 23:24:34.966808,2,Hotel 32 32,1,1,8.08.0 out of 10,"1,612 reviews",The price is $125,The price was $167,0,0,0,0,,,,
2024-05-26 23:24:34.981736,3,AC Hotel by Marriott New York Downtown,1,1,9.09.0 out of 10,"1,007 reviews",The price is $129,,0,0,0,0,,,,
2024-05-26 23:24:34.997693,4,"PUBLIC, an Ian Schrager hotel",1,1,8.28.2 out of 10,"2,523 reviews",The price is $249,,0,0,0,0,,,,
2024-05-26 23:24:35.008742,5,Courtyard New York Manhattan/Times Square West,1,1,9.09.0 out of 10,"1,009 reviews",The price is $135,The price was $159,0,0,0,0,,,,
2024-05-26 23:24:35.021678,6,Pod Times Square,1,1,8.88.8 out of 10,"4,220 reviews",The price is $125,The price was $215,0,0,0,0,,,,
2024-05-26 23:24:35.034729,7,The New Yorker A Wyndham Hotel,1,1,8.28.2 out of 10,"4,456 reviews",The price is $125,The price was $139,0,0,0,0,,,,
2024-05-26 23:24:35.047667,8,The Westin New York Grand Central,1,1,8.88.8 out of 10,"2,432 reviews",The price is $169,The price was $345,0,0,0,0,,,,
2024-05-26 23:24:35.059696,9,Courtyard New York Manhattan/ Midtown East,1,1,8.88.8 out of 10,"1,931 reviews",The price is $198,The price was $404,0,0,0,0,,,,
2024-05-26 23:24:35.075619,10,Hilton Garden Inn New York Times Square South,1,1,9.09.0 out of 10,"2,979 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:24:35.087561,11,Courtyard New York Manhattan/ Midtown East,1,1,8.88.8 out of 10,"1,931 reviews",The price is $198,The price was $404,0,0,0,0,,,,
2024-05-26 23:24:35.101547,12,Best Western Premier Empire State Hotel,1,1,9.09.0 out of 10,636 reviews,The price is $125,,0,0,0,0,,,,
2024-05-26 23:24:35.114651,13,Hyatt Grand Central New York,1,1,8.08.0 out of 10,"3,450 reviews",The price is $166,The price was $195,0,0,0,0,,,,
2024-05-26 23:24:35.128503,14,Broadway Plaza Hotel,1,1,9.29.2 out of 10,"1,551 reviews",The price is $116,The price was $129,0,0,0,0,,,,
2024-05-26 23:24:35.142631,15,Radio City Apartments,1,1,8.88.8 out of 10,"3,513 reviews",The price is $109,The price was $122,0,0,0,0,,,,
2024-05-26 23:24:35.157628,16,Doubletree by Hilton New York Times Square South,1,1,8.88.8 out of 10,"3,547 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:24:35.171608,17,"Club Quarters Hotel, Grand Central",1,1,8.68.6 out of 10,"1,928 reviews",The price is $145,,0,0,0,0,,,,
2024-05-26 23:24:35.184460,18,Empire Hotel,1,1,,"3,420 reviews",The price is $122,The price was $135,0,0,0,0,,,,
2024-05-26 23:24:35.197651,19,City Club Hotel,1,1,,"1,340 reviews",The price is $103,The price was $129,0,0,0,0,,,,
2024-05-26 23:24:35.214703,20,Hilton Garden Inn New York/West 35th Street,1,1,9.09.0 out of 10,"1,968 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:24:35.224133,21,Four Points By Sheraton New York Downtown,1,1,8.08.0 out of 10,"1,539 reviews",The price is $119,,0,0,0,0,,,,
2024-05-26 23:24:35.231534,22,Hyatt Place New York City/Times Square,1,1,8.08.0 out of 10,"1,452 reviews",The price is $148,,0,0,0,0,,,,
2024-05-26 23:24:35.244555,23,Moxy NYC Downtown,1,1,8.68.6 out of 10,"1,004 reviews",The price is $118,The price was $139,0,0,0,0,,,,
2024-05-26 23:24:35.260626,24,AC Hotel by Marriott New York Downtown,1,1,9.09.0 out of 10,"1,007 reviews",The price is $129,,0,0,0,0,,,,
2024-05-26 23:24:35.275304,25,DoubleTree by Hilton New York Downtown,1,1,,"1,620 reviews",The price is $125,The price was $139,0,0,0,0,,,,
2024-05-26 23:24:35.294289,26,Hilton Garden Inn New York/Tribeca,1,1,8.48.4 out of 10,"1,006 reviews",The price is $140,,0,0,0,0,,,,
2024-05-26 23:24:35.308245,27,Four Points by Sheraton Manhattan SoHo Village,1,1,8.28.2 out of 10,"1,002 reviews",The price is $109,,0,0,0,0,,,,
2024-05-26 23:24:35.322217,28,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,1,1,8.88.8 out of 10,"1,504 reviews",The price is $116,The price was $129,0,0,0,0,,,,
2024-05-26 23:24:35.337301,29,"Club Quarters, Times Square - Midtown",1,1,8.68.6 out of 10,"2,600 reviews",The price is $161,,0,0,0,0,,,,
2024-05-26 23:24:35.350680,30,Hilton Garden Inn Long Island City New York,1,1,8.68.6 out of 10,"1,006 reviews",The price is $143,The price was $159,0,0,0,0,,,,
2024-05-26 23:24:35.367667,31,"Martinique New York on Broadway, Curio Collection by Hilton",1,1,8.88.8 out of 10,"1,081 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:24:35.386602,32,Hotel Stanford,1,1,8.48.4 out of 10,24 reviews,The price is $198,The price was $209,0,0,0,0,,,,
2024-05-26 23:24:35.401866,33,Courtyard by Marriott New York World Trade Center Area,1,1,8.88.8 out of 10,511 reviews,The price is $129,,0,0,0,0,,,,
2024-05-26 23:24:35.414983,34,Hilton Garden Inn New York/Times Square Central,1,1,8.28.2 out of 10,"1,822 reviews",The price is $130,The price was $149,0,0,0,0,,,,
2024-05-26 23:24:35.429043,35,Artezen Hotel,1,1,9.69.6 out of 10,"1,402 reviews",The price is $125,The price was $139,0,0,0,0,,,,
2024-05-26 23:24:35.443696,36,Sheraton Tribeca New York Hotel,1,1,8.48.4 out of 10,"1,005 reviews",The price is $119,,0,0,0,0,,,,
2024-05-26 23:24:35.454824,37,World Center Hotel,1,1,8.68.6 out of 10,"1,997 reviews",The price is $161,The price was $179,0,0,0,0,,,,
2024-05-26 23:24:35.469894,38,Executive Hotel Le Soleil New York,1,1,9.09.0 out of 10,"2,295 reviews",The price is $152,The price was $169,0,0,0,0,,,,
2024-05-26 23:24:35.482937,39,Home2 Suites By Hilton New York Times Square,1,1,8.48.4 out of 10,562 reviews,The price is $170,The price was $189,0,0,0,0,,,,
2024-05-26 23:24:35.491057,40,DoubleTree by Hilton New York Times Square West,1,1,,"1,436 reviews",The price is $125,The price was $139,0,0,0,0,,,,
2024-05-26 23:24:35.501091,41,Hilton Garden Inn New York/Midtown Park Ave,1,1,8.48.4 out of 10,"1,006 reviews",The price is $140,,0,0,0,0,,,,
2024-05-26 23:24:35.508088,42,Truss Hotel Times Square ,1,1,8.28.2 out of 10,"1,448 reviews",The price is $161,The price was $179,0,0,0,0,,,,
2024-05-26 23:24:35.519178,43,"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",1,1,9.29.2 out of 10,"1,724 reviews",The price is $144,,0,0,0,0,,,,
2024-05-26 23:24:35.526869,44,Hilton Garden Inn New York/Manhattan-Midtown East,1,1,8.08.0 out of 10,"1,237 reviews",The price is $139,,0,0,0,0,,,,
2024-05-26 23:24:35.533386,45,Millennium Hilton New York One UN Plaza,1,1,8.08.0 out of 10,"1,336 reviews",The price is $140,,0,0,0,0,,,,
2024-05-26 23:24:35.541144,46,Paramount Times Square,1,1,,"2,364 reviews",The price is $134,The price was $149,0,0,0,0,,,,
2024-05-26 23:24:35.549640,47,Courtyard by Marriott New York Manhattan/Times Square,1,1,8.68.6 out of 10,"1,010 reviews",The price is $152,The price was $169,0,0,0,0,,,,
2024-05-26 23:24:35.557946,48,"The Jewel Hotel, New York",1,1,9.29.2 out of 10,"2,030 reviews",The price is $181,,0,0,0,0,,,,
2024-05-26 23:24:35.564755,49,Millennium Hilton New York One UN Plaza,1,1,8.08.0 out of 10,"1,336 reviews",The price is $140,,0,0,0,0,,,,
2024-05-26 23:24:35.573001,50,Courtyard by Marriott New York City Manhattan Fifth Avenue,1,1,8.48.4 out of 10,"1,003 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:24:35.581142,51,Hampton Inn New York Times Square,1,1,8.28.2 out of 10,959 reviews,The price is $152,The price was $169,0,0,0,0,,,,
2024-05-26 23:24:35.589461,52,Hotel Boutique at Grand Central,1,1,8.68.6 out of 10,"1,062 reviews",The price is $145,,0,0,0,0,,,,
2024-05-26 23:24:35.596726,53,Four Points by Sheraton Midtown-Times Square,1,1,8.88.8 out of 10,"1,292 reviews",The price is $139,,0,0,0,0,,,,
2024-05-26 23:24:35.604281,54,Radio Hotel,1,1,8.88.8 out of 10,"1,632 reviews",The price is $113,The price was $125,0,0,0,0,,,,
2024-05-26 23:24:35.612513,55,Hyatt Grand Central New York,1,1,8.08.0 out of 10,"3,450 reviews",The price is $166,The price was $195,0,0,0,0,,,,
2024-05-26 23:24:35.620760,56,Hilton New York Times Square,1,1,8.28.2 out of 10,"1,333 reviews",The price is $139,,0,0,0,0,,,,
2024-05-26 23:24:35.629820,57,Courtyard by Marriott New York Manhattan/SoHo,1,1,8.88.8 out of 10,955 reviews,The price is $180,,0,0,0,0,,,,
2024-05-26 23:24:35.637779,58,Fairfield Inn & Suites New York Manhattan / Central Park,1,1,8.48.4 out of 10,"1,000 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:24:35.645856,59,Courtyard by Marriott New York World Trade Center Area,1,1,8.88.8 out of 10,511 reviews,The price is $129,,0,0,0,0,,,,
2024-05-26 23:24:35.657824,60,Hotel Edison Times Square,1,1,8.08.0 out of 10,"4,196 reviews",The price is $140,The price was $175,0,0,0,0,,,,
2024-05-26 23:24:35.669843,61,Four Points By Sheraton Manhattan Midtown West,1,1,8.88.8 out of 10,"1,006 reviews",The price is $175,,0,0,0,0,,,,
2024-05-26 23:24:35.677744,62,Wingate by Wyndham New York Midtown South/5th Ave,1,1,8.68.6 out of 10,"1,002 reviews",The price is $139,,0,0,0,0,,,,
2024-05-26 23:24:35.688521,63,Hampton Inn Manhattan-Chelsea,1,1,8.08.0 out of 10,"1,009 reviews",The price is $149,,0,0,0,0,,,,
2024-05-26 23:24:35.696524,64,"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",1,1,,"1,017 reviews",The price is $149,,0,0,0,0,,,,
2024-05-26 23:24:35.706235,65,Hyatt Place New York/Chelsea,1,1,8.48.4 out of 10,"1,190 reviews",The price is $134,,0,0,0,0,,,,
2024-05-26 23:24:35.715185,66,The Gregorian,1,1,9.29.2 out of 10,"1,119 reviews",The price is $139,,0,0,0,0,,,,
2024-05-26 23:24:35.723270,67,Courtyard by Marriott New York Downtown Manhattan/Financial District,1,1,,806 reviews,The price is $119,,0,0,0,0,,,,
2024-05-26 23:24:35.731444,68,Aliz Hotel Times Square,1,1,8.08.0 out of 10,"1,007 reviews",The price is $139,The price was $179,0,0,0,0,,,,
2024-05-26 23:24:35.744491,69,Fairfield Inn by Marriott New York Manhattan/Times Square,1,1,8.68.6 out of 10,"1,127 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:24:35.755495,70,Madison LES Hotel,1,1,8.08.0 out of 10,689 reviews,The price is $122,The price was $129,0,0,0,0,,,,
2024-05-26 23:24:35.766980,71,"Crowne Plaza Times Square Manhattan, an IHG Hotel",1,1,8.28.2 out of 10,"1,942 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:24:35.779070,72,Element New York Times Square West,1,1,8.28.2 out of 10,"1,751 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:24:35.789191,73,Hilton Garden Inn New York/Manhattan-Chelsea,1,1,8.48.4 out of 10,"1,660 reviews",The price is $188,,0,0,0,0,,,,
2024-05-26 23:24:35.802270,74,Chelsea Inn,1,1,,"1,008 reviews",The price is $117,The price was $133,0,0,0,0,,,,
2024-05-26 23:24:35.812221,75,Residence Inn Marriott New York Downtown Manhattan/WTC Area,1,1,9.09.0 out of 10,"1,003 reviews",The price is $129,The price was $143,0,0,0,0,,,,
2024-05-26 23:24:35.825233,76,The Belvedere Hotel,1,1,8.68.6 out of 10,"3,415 reviews",The price is $139,,0,0,0,0,,,,
2024-05-26 23:24:35.834416,77,"Holiday Inn New York City - Times Square, an IHG Hotel",1,1,8.28.2 out of 10,"1,400 reviews",The price is $149,,0,0,0,0,,,,
2024-05-26 23:24:35.843458,78,"Staypineapple, An Artful Hotel, Midtown",1,1,9.29.2 out of 10,"1,006 reviews",The price is $107,The price was $142,0,0,0,0,,,,
2024-05-26 23:24:35.855766,79,Heritage Hotel,1,1,8.08.0 out of 10,"1,200 reviews",The price is $140,The price was $178,0,0,0,0,,,,
2024-05-26 23:24:35.864659,80,Moxy NYC Times Square,1,1,8.68.6 out of 10,"1,940 reviews",The price is $149,,0,0,0,0,,,,
2024-05-26 23:24:35.873074,81,Hilton Garden Inn New York Times Square North,1,1,8.68.6 out of 10,"1,990 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:24:35.881306,82,Arlo Midtown,1,1,9.29.2 out of 10,"5,252 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:24:35.889997,83,Ameritania Hotel at Times Square,1,1,8.68.6 out of 10,"2,954 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:24:35.900691,84,The Standard East Village,1,1,9.09.0 out of 10,"1,009 reviews",The price is $161,The price was $179,0,0,0,0,,,,
2024-05-26 23:24:35.912660,85,Hyatt Herald Square New York,1,1,8.48.4 out of 10,"1,007 reviews",The price is $143,The price was $179,0,0,0,0,,,,
2024-05-26 23:24:35.924627,86,Courtyard by Marriott New York City Manhattan Fifth Avenue,1,1,8.48.4 out of 10,"1,003 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:24:35.937593,87,The Standard High Line,1,1,8.68.6 out of 10,"1,008 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:24:35.947640,88,The FIDI Hotel,1,1,8.88.8 out of 10,332 reviews,The price is $98,The price was $109,0,0,0,0,,,,
2024-05-26 23:24:35.957711,89,Aloft Harlem,1,1,8.48.4 out of 10,"1,000 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:24:35.967682,90,Aloft New York Chelsea,1,1,9.29.2 out of 10,94 reviews,The price is $139,,0,0,0,0,,,,
2024-05-26 23:24:35.977913,91,"Club Quarters Hotel, World Trade Center",1,1,8.68.6 out of 10,"1,410 reviews",The price is $162,,0,0,0,0,,,,
2024-05-26 23:24:35.989115,92,Hotel Beacon,1,1,9.29.2 out of 10,"1,016 reviews",The price is $198,The price was $313,0,0,0,0,,,,
2024-05-26 23:24:36.006652,93,Pestana CR7 Times Square,1,1,8.68.6 out of 10,634 reviews,The price is $109,The price was $181,0,0,0,0,,,,
2024-05-26 23:24:36.020903,94,Aloft Manhattan Downtown - Financial District,1,1,8.08.0 out of 10,"1,005 reviews",The price is $115,,0,0,0,0,,,,
2024-05-26 23:24:36.034329,95,TRYP by Wyndham New York City Times Square / Midtown,1,1,,"1,607 reviews",The price is $144,The price was $169,0,0,0,0,,,,
2024-05-26 23:24:36.044906,96,Courtyard by Marriott New York Manhattan/Midtown West,1,1,9.09.0 out of 10,988 reviews,The price is $224,,0,0,0,0,,,,
2024-05-26 23:24:36.057566,97,Fairfield Inn & Suites New York Manhattan/Times Square South,1,1,8.68.6 out of 10,"1,161 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:24:36.069765,98,Da Vinci Hotel,1,1,,"1,005 reviews",The price is $98,The price was $109,0,0,0,0,,,,
2024-05-26 23:24:36.078687,99,45 Times Square Hotel,1,1,8.68.6 out of 10,"1,194 reviews",The price is $146,The price was $162,0,0,0,0,,,,
2024-05-26 23:24:36.090792,100,Soho Grand Hotel,1,1,8.88.8 out of 10,"1,007 reviews",The price is $239,The price was $299,0,0,0,0,,,,
2024-05-26 23:24:36.100938,101,Aloft New York Chelsea,1,1,9.29.2 out of 10,94 reviews,The price is $139,,0,0,0,0,,,,
2024-05-26 23:24:36.112143,102,Pod 39,1,1,8.68.6 out of 10,"1,465 reviews",The price is $144,The price was $248,0,0,0,0,,,,
2024-05-26 23:24:36.123289,103,JG Sohotel,1,1,8.68.6 out of 10,214 reviews,The price is $111,The price was $123,0,0,0,0,,,,
2024-05-26 23:24:36.138545,104,Renaissance New York Midtown Hotel,1,1,9.29.2 out of 10,"1,005 reviews",The price is $239,,0,0,0,0,,,,
2024-05-26 23:24:36.147418,105,The Flat NYC,1,1,8.68.6 out of 10,253 reviews,The price is $112,The price was $132,0,0,0,0,,,,
2024-05-26 23:24:36.156336,106,Courtyard by Marriott New York Manhattan / Central Park,1,1,8.68.6 out of 10,"1,005 reviews",The price is $170,The price was $189,0,0,0,0,,,,
2024-05-26 23:24:36.164720,107,Mondrian Park Avenue,1,1,,"1,003 reviews",The price is $158,The price was $225,0,0,0,0,,,,
2024-05-26 23:24:36.176226,108,Margaritaville Resort Times Square,1,1,9.29.2 out of 10,"3,473 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:24:36.186267,109,La Quinta Inn & Suites by Wyndham Times Square South,1,1,8.88.8 out of 10,995 reviews,The price is $143,The price was $159,0,0,0,0,,,,
2024-05-26 23:24:36.197391,110,Tempo by Hilton New York Times Square,1,1,9.49.4 out of 10,"2,303 reviews",The price is $235,,0,0,0,0,,,,
2024-05-26 23:24:36.209315,111,Courtyard by Marriott New York Manhattan / Chelsea,1,1,9.29.2 out of 10,"1,001 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:24:36.220271,112,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",1,1,9.09.0 out of 10,842 reviews,The price is $119,,0,0,0,0,,,,
2024-05-26 23:24:36.228520,113,"Even Hotel New York - Times Square South, an IHG Hotel",1,1,9.29.2 out of 10,"1,012 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:24:36.238654,114,Sheraton New York Times Square Hotel,1,1,,"2,203 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:24:36.247889,115,Hampton Inn Madison Square Garden Area Hotel,1,1,8.28.2 out of 10,"1,030 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:24:36.258623,116,"The Bernic Hotel New York City, Tapestry Collection by Hilton",1,1,8.88.8 out of 10,"1,006 reviews",The price is $149,,0,0,0,0,,,,
2024-05-26 23:24:36.273817,117,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",1,1,,"1,002 reviews",The price is $149,,0,0,0,0,,,,
2024-05-26 23:24:36.284790,118,"voco Times Square South New York, an IHG Hotel",1,1,8.68.6 out of 10,"1,001 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:24:36.294760,119,Hyatt Place New York Midtown South,1,1,8.88.8 out of 10,"1,139 reviews",The price is $233,The price was $259,0,0,0,0,,,,
2024-05-26 23:24:36.306728,120,Millennium Hotel Broadway Times Square,1,1,,"6,150 reviews",The price is $197,The price was $219,0,0,0,0,,,,
2024-05-26 23:24:36.316757,121,Hotel 32 32,1,1,8.08.0 out of 10,"1,611 reviews",The price is $125,The price was $167,0,0,0,0,,,,
2024-05-26 23:24:36.324502,122,CIVILIAN Hotel,1,1,9.29.2 out of 10,"1,431 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:24:36.332713,123,"Hotel Indigo NYC Financial District, an IHG Hotel",1,1,9.09.0 out of 10,345 reviews,The price is $119,,0,0,0,0,,,,
2024-05-26 23:24:36.339695,124,Millennium Downtown New York,1,1,,"2,329 reviews",The price is $149,,0,0,0,0,,,,
2024-05-26 23:24:36.347737,125,Pod 51,1,1,8.08.0 out of 10,"1,342 reviews",The price is $116,The price was $129,0,0,0,0,,,,
2024-05-26 23:24:36.355886,126,citizenM New York Bowery,1,1,9.29.2 out of 10,"1,121 reviews",The price is $209,,0,0,0,0,,,,
2024-05-26 23:24:36.363896,127,The Pearl New York,1,1,9.49.4 out of 10,"1,338 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:24:36.371903,128,INNSiDE by Meliá New York Nomad,1,1,9.09.0 out of 10,"1,973 reviews",The price is $161,,0,0,0,0,,,,
2024-05-26 23:24:36.382548,129,Hotel Belleclaire,1,1,9.09.0 out of 10,"1,593 reviews",The price is $185,,0,0,0,0,,,,
2024-05-26 23:24:36.393309,130,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,1,1,8.88.8 out of 10,"1,410 reviews",The price is $170,,0,0,0,0,,,,
2024-05-26 23:24:36.404154,131,The Hotel @ Fifth Avenue,1,1,,"1,139 reviews",The price is $121,The price was $129,0,0,0,0,,,,
2024-05-26 23:24:36.415867,132,Virgin Hotels New York City,1,1,8.88.8 out of 10,"1,290 reviews",The price is $218,The price was $225,0,0,0,0,,,,
2024-05-26 23:24:36.428746,133,citizenM New York Times Square,1,1,9.29.2 out of 10,"1,082 reviews",The price is $229,,0,0,0,0,,,,
2024-05-26 23:24:36.439229,134,Westgate New York Grand Central,1,1,9.09.0 out of 10,"1,589 reviews",The price is $166,The price was $195,0,0,0,0,,,,
2024-05-26 23:24:36.448452,135,Hilton Garden Inn New York/Central Park South-Midtown West,1,1,,"1,475 reviews",The price is $202,The price was $229,0,0,0,0,,,,
2024-05-26 23:24:36.457524,136,SpringHill Suites by Marriott New York Manhattan/Times Square South,1,1,8.48.4 out of 10,"1,417 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:24:36.469521,137,The Lucerne Hotel,1,1,9.49.4 out of 10,"1,525 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:24:36.478513,138,The Ridge Hotel,1,1,8.08.0 out of 10,"1,009 reviews",The price is $139,The price was $171,0,0,0,0,,,,
2024-05-26 23:24:36.488386,139,Moderne Hotel,1,1,8.68.6 out of 10,"1,008 reviews",The price is $129,,0,0,0,0,,,,
2024-05-26 23:24:36.496501,140,The Solita Soho Hotel,1,1,,"1,006 reviews",The price is $96,The price was $109,0,0,0,0,,,,
2024-05-26 23:24:36.505632,141,Hampton Inn Manhattan-35th St/Empire State Bldg,1,1,8.68.6 out of 10,"1,006 reviews",The price is $191,,0,0,0,0,,,,
2024-05-26 23:24:36.513993,142,"Holiday Inn Express New York City- Wall Street, an IHG Hotel",1,1,,"1,004 reviews",The price is $127,The price was $149,0,0,0,0,,,,
2024-05-26 23:24:36.522909,143,"Hotel Indigo Lower East Side New York, an IHG Hotel",1,1,8.08.0 out of 10,"1,002 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:24:36.530229,144,Comfort Inn Manhattan - Midtown West,1,1,,"1,134 reviews",The price is $139,,0,0,0,0,,,,
2024-05-26 23:24:36.539682,145,Hard Rock Hotel New York,1,1,9.49.4 out of 10,"2,410 reviews",The price is $280,The price was $329,0,0,0,0,,,,
2024-05-26 23:24:36.547750,146,The Lex NYC,1,1,8.48.4 out of 10,"1,001 reviews",The price is $119,,0,0,0,0,,,,
2024-05-26 23:24:36.556467,147,Arlo NoMad,1,1,8.48.4 out of 10,"1,315 reviews",The price is $179,The price was $199,0,0,0,0,,,,
2024-05-26 23:24:36.565129,148,"Holiday Inn Express - New York City Chelsea, an IHG Hotel",1,1,8.08.0 out of 10,"1,020 reviews",The price is $156,,0,0,0,0,,,,
2024-05-26 23:24:36.578420,149,The Renwick,1,1,8.88.8 out of 10,"1,015 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:24:36.587367,150,Roxy Hotel New York,1,1,9.09.0 out of 10,"1,028 reviews",The price is $229,,0,0,0,0,,,,
2024-05-26 23:24:36.595375,151,The Marlton Hotel,1,1,9.29.2 out of 10,"1,007 reviews",The price is $213,The price was $243,0,0,0,0,,,,
2024-05-26 23:24:36.606619,152,Citadines Connect Fifth Avenue New York,1,1,8.08.0 out of 10,"1,026 reviews",The price is $166,The price was $184,0,0,0,0,,,,
2024-05-26 23:24:36.615603,153,The Shoreham Hotel,1,1,,"1,007 reviews",The price is $130,The price was $145,0,0,0,0,,,,
2024-05-26 23:24:36.626776,154,Night Hotel Broadway,1,1,,"1,522 reviews",The price is $110,The price was $189,0,0,0,0,,,,
2024-05-26 23:24:36.637216,155,Fairfield Inn & Suites by Marriott New York ManhattanChelsea,1,1,8.48.4 out of 10,"1,001 reviews",The price is $129,,0,0,0,0,,,,
2024-05-26 23:24:36.645386,156,SpringHill Suites by Marriott New York Manhattan/Chelsea,1,1,8.88.8 out of 10,473 reviews,The price is $179,,0,0,0,0,,,,
2024-05-26 23:24:36.659429,157,AC Hotel by Marriott New York Times Square,1,1,8.88.8 out of 10,"1,000 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:24:36.668499,158,TownePlace Suites by Marriott New York Manhattan,1,1,8.88.8 out of 10,"1,000 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:24:36.677747,159,Romer Hell's Kitchen,1,1,9.49.4 out of 10,802 reviews,The price is $209,,0,0,0,0,,,,
2024-05-26 23:24:36.686933,160,RIU Plaza Manhattan Times Square,1,1,9.09.0 out of 10,"3,100 reviews",The price is $219,The price was $337,0,0,0,0,,,,
2024-05-26 23:24:36.696267,161,Freehand New York,1,1,8.28.2 out of 10,"1,014 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:24:36.713334,162,"Martinique New York on Broadway, Curio Collection by Hilton",1,1,8.88.8 out of 10,"1,081 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:24:36.720855,163,Residence Inn by Marriott New York Manhattan/Times Square,1,1,8.68.6 out of 10,"1,020 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:24:36.730406,164,SpringHill Suites by Marriott New York Manhattan Times Square,1,1,1010 out of 10,1 review,The price is $179,,0,0,0,0,,,,
2024-05-26 23:24:36.748699,165,The Manhattan Club,1,1,8.88.8 out of 10,"1,010 reviews",The price is $224,,0,0,0,0,,,,
2024-05-26 23:24:36.764309,166,DoubleTree by Hilton Hotel New York City - Chelsea,1,1,,"1,007 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:24:36.774476,167,Moxy NYC East Village,1,1,8.88.8 out of 10,"1,008 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:24:36.784449,168,"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",1,1,8.28.2 out of 10,"1,015 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:24:36.793580,169,"InterContinental New York Times Square, an IHG Hotel",1,1,8.48.4 out of 10,"1,110 reviews",The price is $229,,0,0,0,0,,,,
2024-05-26 23:24:36.802562,170,Cambria Hotel New York - Chelsea,1,1,8.68.6 out of 10,"1,003 reviews",The price is $149,,0,0,0,0,,,,
2024-05-26 23:24:36.810848,171,Delta Hotels by Marriott New York Times Square,1,1,,497 reviews,The price is $139,,0,0,0,0,,,,
2024-05-26 23:24:36.821952,172,Studios in New York,1,1,,117 reviews,The price is $65,The price was $90,0,0,0,0,,,,
2024-05-26 23:24:36.844338,173,Hilton New York Fashion District,1,1,8.28.2 out of 10,"1,030 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:24:36.859866,174,Hampton Inn Manhattan/Times Square South,1,1,,"1,362 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:24:36.872152,175,The Maritime Hotel,1,1,9.49.4 out of 10,"1,003 reviews",The price is $262,The price was $299,0,0,0,0,,,,
2024-05-26 23:24:36.882138,176,Hudson River Hotel,1,1,,"1,006 reviews",The price is $111,The price was $123,0,0,0,0,,,,
2024-05-26 23:24:36.892431,177,Arlo SoHo,1,1,8.88.8 out of 10,"1,305 reviews",The price is $206,The price was $229,0,0,0,0,,,,
