Snapshot,Index,Hotel Name,TTT,LOS,Grade,Num of Reviews,Curr Price,Original Price,Percentage of discount,Distance from center,Type of room,Location grade,Is refundable,Late payment,Breakfast included,Option Member
2024-05-27 00:33:46.124979,85,Hilton Garden Inn New York/Central Park South-Midtown West,30,2,,"1,475 reviews",The price is $257,The price was $303,0,0,0,0,,,,
2024-05-27 00:33:46.135147,86,Arlo NoMad,30,2,8.48.4 out of 10,"1,315 reviews",The price is $260,The price was $289,0,0,0,0,,,,
2024-05-27 00:33:46.147575,87,Hotel Riu Plaza New York Times Square,30,2,8.88.8 out of 10,"3,675 reviews",The price is $374,The price was $575,0,0,0,0,,,,
2024-05-27 00:33:46.159125,88,Moxy NYC Times Square,30,2,8.68.6 out of 10,"1,941 reviews",The price is $279,,0,0,0,0,,,,
2024-05-27 00:33:46.169477,89,"Candlewood Suites New York City-Times Square, an IHG Hotel",30,2,8.08.0 out of 10,"1,014 reviews",The price is $237,The price was $279,0,0,0,0,,,,
2024-05-27 00:33:46.183565,90,Courtyard by Marriott New York Manhattan / Central Park,30,2,8.68.6 out of 10,"1,005 reviews",The price is $304,The price was $338,0,0,0,0,,,,
2024-05-27 00:33:46.193878,91,Hyatt Centric Times Square New York,30,2,9.29.2 out of 10,"1,476 reviews",The price is $361,,0,0,0,0,,,,
2024-05-27 00:33:46.205752,92,Hampton Inn Manhattan/Times Square Central,30,2,8.88.8 out of 10,"1,665 reviews",The price is $293,,0,0,0,0,,,,
2024-05-27 00:33:46.217674,93,The Ludlow Hotel,30,2,9.49.4 out of 10,"1,002 reviews",The price is $379,,0,0,0,0,,,,
2024-05-27 00:33:46.224988,94,Pod 39,30,2,8.68.6 out of 10,"1,465 reviews",The price is $184,,0,0,0,0,,,,
2024-05-27 00:33:46.233898,95,Hampton Inn Manhattan-Chelsea,30,2,8.08.0 out of 10,"1,009 reviews",The price is $259,,0,0,0,0,,,,
2024-05-27 00:33:46.243223,96,Hotel Giraffe by Library Hotel Collection,30,2,9.69.6 out of 10,"1,004 reviews",The price is $327,The price was $385,0,0,0,0,,,,
2024-05-27 00:33:46.252845,97,The Standard East Village,30,2,9.09.0 out of 10,"1,009 reviews",The price is $337,The price was $374,0,0,0,0,,,,
2024-05-27 00:33:46.262307,98,"Club Quarters Hotel, World Trade Center",30,2,8.68.6 out of 10,"1,410 reviews",The price is $286,,0,0,0,0,,,,
2024-05-27 00:33:46.271428,99,Best Western Premier Empire State Hotel,30,2,9.09.0 out of 10,636 reviews,The price is $259,,0,0,0,0,,,,
2024-05-27 00:33:46.279725,100,Aloft New York Chelsea,30,2,9.29.2 out of 10,94 reviews,The price is $252,,0,0,0,0,,,,
2024-05-27 00:33:46.287038,101,Citadines Connect Fifth Avenue New York,30,2,8.08.0 out of 10,"1,026 reviews",The price is $234,The price was $260,0,0,0,0,,,,
2024-05-27 00:33:46.295309,102,New York Hilton Midtown,30,2,8.08.0 out of 10,"1,824 reviews",The price is $330,,0,0,0,0,,,,
2024-05-27 00:33:46.303505,103,John Hotel,30,2,8.48.4 out of 10,"1,167 reviews",The price is $139,The price was $179,0,0,0,0,,,,
2024-05-27 00:33:46.311660,104,Hotel 48LEX New York,30,2,8.28.2 out of 10,"1,002 reviews",The price is $327,The price was $409,0,0,0,0,,,,
2024-05-27 00:33:46.319854,105,Four Points by Sheraton Midtown-Times Square,30,2,8.88.8 out of 10,"1,292 reviews",The price is $220,,0,0,0,0,,,,
2024-05-27 00:33:46.326997,106,Home2 Suites By Hilton New York Times Square,30,2,8.48.4 out of 10,562 reviews,The price is $274,The price was $304,0,0,0,0,,,,
2024-05-27 00:33:46.336352,107,Hyatt Centric Times Square New York,30,2,9.29.2 out of 10,"1,476 reviews",The price is $361,,0,0,0,0,,,,
2024-05-27 00:33:46.344795,108,Hotel Stanford,30,2,8.48.4 out of 10,24 reviews,The price is $240,The price was $254,0,0,0,0,,,,
2024-05-27 00:33:46.358023,109,"Hotel 50 Bowery, part of JdV by Hyatt",30,2,9.09.0 out of 10,"1,006 reviews",The price is $266,,0,0,0,0,,,,
2024-05-27 00:33:46.366464,110,The Standard East Village,30,2,9.09.0 out of 10,"1,009 reviews",The price is $337,The price was $374,0,0,0,0,,,,
2024-05-27 00:33:46.376898,111,Hilton Garden Inn New York/West 35th Street,30,2,9.09.0 out of 10,"1,968 reviews",The price is $267,,0,0,0,0,,,,
2024-05-27 00:33:46.387633,112,Madison LES Hotel,30,2,8.08.0 out of 10,689 reviews,The price is $206,,0,0,0,0,,,,
2024-05-27 00:33:46.399819,113,The Lucerne Hotel,30,2,9.49.4 out of 10,"1,525 reviews",The price is $296,The price was $329,0,0,0,0,,,,
2024-05-27 00:33:46.410440,114,The Ned NoMad,30,2,8.48.4 out of 10,23 reviews,The price is $701,The price was $723,0,0,0,0,,,,
2024-05-27 00:33:46.422557,115,Fairfield Inn & Suites by Marriott New York Brooklyn,30,2,8.48.4 out of 10,"1,003 reviews",The price is $267,The price was $297,0,0,0,0,,,,
2024-05-27 00:33:46.435657,116,Hotel Hendricks,30,2,8.28.2 out of 10,"1,032 reviews",The price is $239,,0,0,0,0,,,,
2024-05-27 00:33:46.448495,117,Kixby,30,2,9.29.2 out of 10,"1,014 reviews",The price is $252,The price was $280,0,0,0,0,,,,
2024-05-27 00:33:46.457624,118,Fairfield Inn & Suites by Marriott New York ManhattanChelsea,30,2,8.48.4 out of 10,"1,001 reviews",The price is $246,,0,0,0,0,,,,
2024-05-27 00:33:46.465826,119,"InterContinental New York Times Square, an IHG Hotel",30,2,8.48.4 out of 10,"1,110 reviews",The price is $354,,0,0,0,0,,,,
2024-05-27 00:33:46.473367,120,Leon Hotel LES,30,2,8.48.4 out of 10,"1,001 reviews",The price is $248,The price was $275,0,0,0,0,,,,
2024-05-27 00:33:46.482433,121,Moon Hotel Brooklyn,30,2,,21 reviews,The price is $177,,0,0,0,0,,,,
2024-05-27 00:33:46.489569,122,Executive Hotel Le Soleil New York,30,2,9.09.0 out of 10,"2,295 reviews",The price is $292,The price was $324,0,0,0,0,,,,
2024-05-27 00:33:46.497891,123,"Mandarin Oriental, New York",30,2,9.29.2 out of 10,464 reviews,"The price is $1,695",,0,0,0,0,,,,
2024-05-27 00:33:46.505905,124,"Hotel Indigo Lower East Side New York, an IHG Hotel",30,2,8.08.0 out of 10,"1,002 reviews",The price is $211,The price was $234,0,0,0,0,,,,
2024-05-27 00:33:46.518569,125,Hilton Brooklyn New York,30,2,8.88.8 out of 10,"1,003 reviews",The price is $351,,0,0,0,0,,,,
2024-05-27 00:33:46.525825,126,Conrad New York Midtown,30,2,8.68.6 out of 10,"1,000 reviews",The price is $639,,0,0,0,0,,,,
2024-05-27 00:33:46.534065,127,Penny Williamsburg,30,2,9.69.6 out of 10,462 reviews,The price is $253,The price was $287,0,0,0,0,,,,
2024-05-27 00:33:46.543522,128,Hyatt Regency JFK Airport at Resorts World New York,30,2,8.68.6 out of 10,619 reviews,The price is $280,,0,0,0,0,,,,
2024-05-27 00:33:46.554232,129,Four Seasons Hotel New York Downtown,30,2,9.69.6 out of 10,344 reviews,"The price is $1,030",,0,0,0,0,,,,
2024-05-27 00:33:46.566227,130,The Lex NYC,30,2,8.48.4 out of 10,"1,001 reviews",The price is $217,The price was $244,0,0,0,0,,,,
2024-05-27 00:33:46.578936,131,INNSiDE by Meliá New York Nomad,30,2,9.09.0 out of 10,"1,973 reviews",The price is $355,,0,0,0,0,,,,
2024-05-27 00:33:46.590198,132,"Insignia Hotel, Ascend Hotel Collection",30,2,8.08.0 out of 10,"1,003 reviews",The price is $197,,0,0,0,0,,,,
2024-05-27 00:33:46.600077,133,St. Regis Residence Club Luxury Studio,30,2,1010 out of 10,17 reviews,The price is $900,,0,0,0,0,,,,
2024-05-27 00:33:46.607358,134,Hotel Giraffe by Library Hotel Collection,30,2,9.69.6 out of 10,"1,004 reviews",The price is $327,The price was $385,0,0,0,0,,,,
2024-05-27 00:33:46.616735,135,Hampton Inn NY-JFK,30,2,8.08.0 out of 10,"1,681 reviews",The price is $264,,0,0,0,0,,,,
2024-05-27 00:33:46.626264,136,Asiatic Hotel by LaGuardia Airport,30,2,8.48.4 out of 10,"1,004 reviews",The price is $209,,0,0,0,0,,,,
2024-05-27 00:33:46.638316,137,DoubleTree by Hilton New York Times Square West,30,2,,"1,436 reviews",The price is $229,The price was $254,0,0,0,0,,,,
2024-05-27 00:33:46.649178,138,Hyatt Place New York/Chelsea,30,2,8.48.4 out of 10,"1,190 reviews",The price is $316,,0,0,0,0,,,,
2024-05-27 00:33:46.657513,139,"The Beekman Tower, Trademark Collection by Wyndham",30,2,8.48.4 out of 10,356 reviews,The price is $377,The price was $419,0,0,0,0,,,,
2024-05-27 00:33:46.668064,140,JG Sohotel,30,2,8.68.6 out of 10,214 reviews,The price is $202,The price was $224,0,0,0,0,,,,
2024-05-27 00:33:46.676412,141,The Benjamin Royal Sonesta New York,30,2,8.68.6 out of 10,"1,003 reviews",The price is $386,The price was $482,0,0,0,0,,,,
2024-05-27 00:33:46.684987,142,Roomza Times Square at Pestana CR7,30,2,9.29.2 out of 10,48 reviews,The price is $317,The price was $374,0,0,0,0,,,,
2024-05-27 00:33:46.693389,143,The Lowell,30,2,9.69.6 out of 10,185 reviews,"The price is $1,195",,0,0,0,0,,,,
2024-05-27 00:33:46.700603,144,Fairfield Inn by Marriott New York Manhattan/Times Square,30,2,8.68.6 out of 10,"1,127 reviews",The price is $234,,0,0,0,0,,,,
2024-05-27 00:33:46.708971,145,Artezen Hotel,30,2,9.69.6 out of 10,"1,402 reviews",The price is $323,The price was $359,0,0,0,0,,,,
2024-05-27 00:33:46.716191,146,New York Marriott Marquis,30,2,9.09.0 out of 10,"2,666 reviews",The price is $562,,0,0,0,0,,,,
2024-05-27 00:33:46.724576,147,NobleDEN Hotel,30,2,9.89.8 out of 10,"1,009 reviews",The price is $358,The price was $398,0,0,0,0,,,,
2024-05-27 00:33:46.731786,148,"The Chatwal, In The Unbound Collection By Hyatt",30,2,9.49.4 out of 10,545 reviews,The price is $920,,0,0,0,0,,,,
2024-05-27 00:33:46.740265,149,33 Seaport Hotel New York,30,2,9.09.0 out of 10,444 reviews,The price is $375,,0,0,0,0,,,,
2024-05-27 00:33:46.748401,150,Wingate by Wyndham Long Island City,30,2,8.48.4 out of 10,765 reviews,The price is $207,The price was $244,0,0,0,0,,,,
2024-05-27 00:33:46.758908,151,The Muse New York,30,2,9.29.2 out of 10,"1,067 reviews",The price is $360,The price was $400,0,0,0,0,,,,
2024-05-27 00:33:46.771549,152,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,30,2,8.88.8 out of 10,"1,504 reviews",The price is $247,,0,0,0,0,,,,
2024-05-27 00:33:46.783644,153,The Park Ave North,30,2,,657 reviews,The price is $149,,0,0,0,0,,,,
2024-05-27 00:33:46.792884,154,The Towers at Lotte New York Palace,30,2,9.29.2 out of 10,545 reviews,The price is $995,"The price was $1,105",0,0,0,0,,,,
2024-05-27 00:33:46.802433,155,Four Points by Sheraton Manhattan SoHo Village,30,2,8.28.2 out of 10,"1,002 reviews",The price is $314,,0,0,0,0,,,,
2024-05-27 00:33:46.817902,156,Hampton Inn Madison Square Garden Area Hotel,30,2,8.28.2 out of 10,"1,030 reviews",The price is $269,,0,0,0,0,,,,
2024-05-27 00:33:46.827540,157,"The Lexington Hotel, Autograph Collection",30,2,8.48.4 out of 10,"1,011 reviews",The price is $284,,0,0,0,0,,,,
2024-05-27 00:33:46.836660,158,The Knickerbocker Hotel,30,2,8.88.8 out of 10,"1,029 reviews",The price is $630,The price was $700,0,0,0,0,,,,
2024-05-27 00:33:46.844974,159,Renaissance New York Chelsea Hotel,30,2,8.48.4 out of 10,596 reviews,The price is $332,,0,0,0,0,,,,
2024-05-27 00:33:46.854644,160,Hyatt Place New York City/Times Square,30,2,8.08.0 out of 10,"1,453 reviews",The price is $244,,0,0,0,0,,,,
2024-05-27 00:33:46.863441,161,Millennium Downtown New York,30,2,,"2,329 reviews",The price is $431,The price was $479,0,0,0,0,,,,
2024-05-27 00:33:46.872317,162,Hyatt Grand Central New York,30,2,8.08.0 out of 10,"3,450 reviews",The price is $310,The price was $365,0,0,0,0,,,,
2024-05-27 00:33:46.881677,163,Fairfield Inn & Suites by Marriott New York Staten Island,30,2,8.28.2 out of 10,"1,006 reviews",The price is $145,,0,0,0,0,,,,
2024-05-27 00:33:46.888999,164,"Hotel Indigo NYC Financial District, an IHG Hotel",30,2,9.09.0 out of 10,345 reviews,The price is $280,,0,0,0,0,,,,
2024-05-27 00:33:46.896149,165,Four Points By Sheraton New York Downtown,30,2,8.08.0 out of 10,"1,540 reviews",The price is $220,,0,0,0,0,,,,
2024-05-27 00:33:46.903271,166,Hampton Inn Manhattan-Chelsea,30,2,8.08.0 out of 10,"1,009 reviews",The price is $259,,0,0,0,0,,,,
2024-05-27 00:33:46.911549,167,Library Hotel by Library Hotel Collection,30,2,9.69.6 out of 10,"1,001 reviews",The price is $356,The price was $419,0,0,0,0,,,,
2024-05-27 00:33:46.918643,168,Mint House at 70 Pine,30,2,9.69.6 out of 10,"1,005 reviews",The price is $690,The price was $725,0,0,0,0,,,,
2024-05-27 00:33:46.926733,169,The New York EDITION,30,2,9.09.0 out of 10,399 reviews,The price is $758,,0,0,0,0,,,,
2024-05-27 00:33:46.933820,170,31 Street Broadway Hotel,30,2,,827 reviews,The price is $94,,0,0,0,0,,,,
2024-05-27 00:33:46.942001,171,Soho Grand Hotel,30,2,8.88.8 out of 10,"1,007 reviews",The price is $433,The price was $445,0,0,0,0,,,,
2024-05-27 00:33:46.950154,172,Henry Norman Hotel,30,2,9.49.4 out of 10,"1,000 reviews",The price is $290,The price was $322,0,0,0,0,,,,
2024-05-27 00:33:46.958258,173,Hotel Richland LES,30,2,8.68.6 out of 10,163 reviews,The price is $233,The price was $259,0,0,0,0,,,,
2024-05-27 00:33:46.972228,174,Renaissance New York Times Square Hotel by Marriott,30,2,9.09.0 out of 10,"1,008 reviews",The price is $400,,0,0,0,0,,,,
2024-05-27 00:33:46.983192,175,"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",30,2,9.29.2 out of 10,"1,724 reviews",The price is $330,The price was $367,0,0,0,0,,,,
2024-05-27 00:33:46.994132,176,Roxy Hotel New York,30,2,9.09.0 out of 10,"1,028 reviews",The price is $384,,0,0,0,0,,,,
2024-05-27 00:33:47.006010,177,The Dominick,30,2,9.29.2 out of 10,"1,002 reviews",The price is $604,,0,0,0,0,,,,
2024-05-27 00:33:47.018191,178,DoubleTree by Hilton New York Downtown,30,2,,"1,620 reviews",The price is $243,The price was $270,0,0,0,0,,,,
2024-05-27 00:33:47.027848,179,Park Terrace Hotel,30,2,9.49.4 out of 10,"1,324 reviews",The price is $339,,0,0,0,0,,,,
2024-05-27 00:34:10.496741,0,,,,,,,,,,,,,,,
2024-05-27 00:34:10.498789,1,Sonder Henri on 24,30,3,8.08.0 out of 10,88 reviews,The price is $249,The price was $268,0,0,0,0,,,,
2024-05-27 00:34:10.509250,2,Sonder Flatiron,30,3,8.28.2 out of 10,78 reviews,The price is $226,The price was $251,0,0,0,0,,,,
2024-05-27 00:34:10.519711,3,Millennium Hotel Broadway Times Square,30,3,,"6,150 reviews",The price is $256,The price was $320,0,0,0,0,,,,
2024-05-27 00:34:10.531208,4,"PUBLIC, an Ian Schrager hotel",30,3,8.28.2 out of 10,"2,524 reviews",The price is $322,,0,0,0,0,,,,
2024-05-27 00:34:10.540120,5,Pod Times Square,30,3,8.88.8 out of 10,"4,220 reviews",The price is $158,,0,0,0,0,,,,
2024-05-27 00:34:10.546334,6,The New Yorker A Wyndham Hotel,30,3,8.28.2 out of 10,"4,456 reviews",The price is $231,The price was $271,0,0,0,0,,,,
2024-05-27 00:34:10.554563,7,Hyatt Place New York Midtown South,30,3,8.88.8 out of 10,"1,139 reviews",The price is $232,The price was $290,0,0,0,0,,,,
2024-05-27 00:34:10.562867,8,Paramount Times Square,30,3,,"2,364 reviews",The price is $183,The price was $216,0,0,0,0,,,,
2024-05-27 00:34:10.572331,9,Renaissance New York Times Square Hotel by Marriott,30,3,9.09.0 out of 10,"1,008 reviews",The price is $369,,0,0,0,0,,,,
2024-05-27 00:34:10.581736,10,Hilton Garden Inn New York/Manhattan-Chelsea,30,3,8.48.4 out of 10,"1,660 reviews",The price is $277,The price was $326,0,0,0,0,,,,
2024-05-27 00:34:10.589919,11,Sheraton New York Times Square Hotel,30,3,,"2,203 reviews",The price is $243,,0,0,0,0,,,,
2024-05-27 00:34:10.597997,12,Courtyard New York Manhattan/Times Square West,30,3,9.09.0 out of 10,"1,009 reviews",The price is $245,The price was $272,0,0,0,0,,,,
2024-05-27 00:34:10.606068,13,Sonder The Industrialist,30,3,,138 reviews,The price is $228,,0,0,0,0,,,,
2024-05-27 00:34:10.618201,14,citizenM New York Bowery,30,3,9.29.2 out of 10,"1,121 reviews",The price is $256,The price was $301,0,0,0,0,,,,
2024-05-27 00:34:10.629268,15,Tempo by Hilton New York Times Square,30,3,9.49.4 out of 10,"2,304 reviews",The price is $267,,0,0,0,0,,,,
2024-05-27 00:34:10.638348,16,Hilton Garden Inn New York/West 35th Street,30,3,9.09.0 out of 10,"1,968 reviews",The price is $254,,0,0,0,0,,,,
2024-05-27 00:34:10.648414,17,Four Points By Sheraton New York Downtown,30,3,8.08.0 out of 10,"1,539 reviews",The price is $217,The price was $256,0,0,0,0,,,,
2024-05-27 00:34:10.658608,18,Doubletree by Hilton New York Times Square South,30,3,8.88.8 out of 10,"3,549 reviews",The price is $271,,0,0,0,0,,,,
2024-05-27 00:34:10.664876,19,The Gregorian,30,3,9.29.2 out of 10,"1,119 reviews",The price is $243,The price was $286,0,0,0,0,,,,
2024-05-27 00:34:10.673244,20,The Westin New York Grand Central,30,3,8.88.8 out of 10,"2,432 reviews",The price is $336,The price was $685,0,0,0,0,,,,
2024-05-27 00:34:10.680515,21,Hotel Stanford,30,3,8.48.4 out of 10,24 reviews,The price is $223,The price was $236,0,0,0,0,,,,
2024-05-27 00:34:10.688928,22,Hampton Inn New York Times Square,30,3,8.28.2 out of 10,959 reviews,The price is $240,The price was $282,0,0,0,0,,,,
2024-05-27 00:34:10.697095,23,Chelsea Inn,30,3,,"1,008 reviews",The price is $166,The price was $188,0,0,0,0,,,,
2024-05-27 00:34:10.706336,24,Millennium Hotel Broadway Times Square,30,3,,"6,150 reviews",The price is $256,The price was $320,0,0,0,0,,,,
2024-05-27 00:34:10.714546,25,Hyatt Grand Central New York,30,3,8.08.0 out of 10,"3,450 reviews",The price is $281,The price was $330,0,0,0,0,,,,
2024-05-27 00:34:10.722819,26,Hotel Edison Times Square,30,3,8.08.0 out of 10,"4,196 reviews",The price is $254,The price was $318,0,0,0,0,,,,
2024-05-27 00:34:10.730231,27,"Club Quarters, Times Square - Midtown",30,3,8.68.6 out of 10,"2,600 reviews",The price is $251,The price was $296,0,0,0,0,,,,
2024-05-27 00:34:10.738516,28,Arlo SoHo,30,3,8.88.8 out of 10,"1,305 reviews",The price is $263,The price was $309,0,0,0,0,,,,
2024-05-27 00:34:10.746868,29,"Crowne Plaza Times Square Manhattan, an IHG Hotel",30,3,8.28.2 out of 10,"1,942 reviews",The price is $250,,0,0,0,0,,,,
2024-05-27 00:34:10.754144,30,The Dominick,30,3,9.29.2 out of 10,"1,002 reviews",The price is $611,,0,0,0,0,,,,
2024-05-27 00:34:10.761435,31,The Fifth Avenue Hotel,30,3,9.29.2 out of 10,20 reviews,The price is $761,,0,0,0,0,,,,
2024-05-27 00:34:10.769769,32,Arlo Midtown,30,3,9.29.2 out of 10,"5,252 reviews",The price is $293,The price was $326,0,0,0,0,,,,
2024-05-27 00:34:10.778127,33,Mondrian Park Avenue,30,3,,"1,003 reviews",The price is $235,The price was $336,0,0,0,0,,,,
2024-05-27 00:34:10.786519,34,Hilton Garden Inn New York Times Square South,30,3,9.09.0 out of 10,"2,979 reviews",The price is $254,,0,0,0,0,,,,
2024-05-27 00:34:10.793780,35,Hampton Inn Manhattan-Chelsea,30,3,8.08.0 out of 10,"1,009 reviews",The price is $237,The price was $278,0,0,0,0,,,,
2024-05-27 00:34:10.802097,36,"Club Quarters Hotel, Grand Central",30,3,8.68.6 out of 10,"1,928 reviews",The price is $254,The price was $299,0,0,0,0,,,,
2024-05-27 00:34:10.810507,37,Element New York Times Square West,30,3,8.28.2 out of 10,"1,751 reviews",The price is $240,,0,0,0,0,,,,
2024-05-27 00:34:10.818876,38,Chelsea Savoy Hotel,30,3,8.68.6 out of 10,"1,857 reviews",The price is $248,The price was $275,0,0,0,0,,,,
2024-05-27 00:34:10.827187,39,DoubleTree by Hilton New York Times Square West,30,3,,"1,436 reviews",The price is $227,The price was $252,0,0,0,0,,,,
2024-05-27 00:34:10.835517,40,Ameritania Hotel at Times Square,30,3,8.68.6 out of 10,"2,954 reviews",The price is $245,The price was $258,0,0,0,0,,,,
2024-05-27 00:34:10.844843,41,World Center Hotel,30,3,8.68.6 out of 10,"1,997 reviews",The price is $267,The price was $314,0,0,0,0,,,,
2024-05-27 00:34:10.853198,42,Romer Hell's Kitchen,30,3,9.49.4 out of 10,802 reviews,The price is $276,The price was $290,0,0,0,0,,,,
2024-05-27 00:34:10.860470,43,Park Terrace Hotel,30,3,9.49.4 out of 10,"1,324 reviews",The price is $335,,0,0,0,0,,,,
2024-05-27 00:34:10.867783,44,Hard Rock Hotel New York,30,3,9.49.4 out of 10,"2,410 reviews",The price is $416,The price was $489,0,0,0,0,,,,
2024-05-27 00:34:10.876107,45,Hilton New York Fashion District,30,3,8.08.0 out of 10,"1,031 reviews",The price is $256,The price was $285,0,0,0,0,,,,
2024-05-27 00:34:10.883418,46,citizenM New York Times Square,30,3,9.29.2 out of 10,"1,082 reviews",The price is $316,,0,0,0,0,,,,
2024-05-27 00:34:10.890701,47,The Westin New York at Times Square,30,3,8.88.8 out of 10,"4,180 reviews",The price is $370,,0,0,0,0,,,,
2024-05-27 00:34:10.897996,48,Kixby,30,3,9.29.2 out of 10,"1,014 reviews",The price is $228,The price was $268,0,0,0,0,,,,
2024-05-27 00:34:10.906376,49,33 Seaport Hotel New York,30,3,9.09.0 out of 10,444 reviews,The price is $381,,0,0,0,0,,,,
2024-05-27 00:34:10.913683,50,The Muse New York,30,3,9.29.2 out of 10,"1,067 reviews",The price is $353,The price was $392,0,0,0,0,,,,
2024-05-27 00:34:10.922094,51,Truss Hotel Times Square ,30,3,8.28.2 out of 10,"1,448 reviews",The price is $271,The price was $319,0,0,0,0,,,,
2024-05-27 00:34:10.930431,52,Hyatt Place New York City/Times Square,30,3,8.08.0 out of 10,"1,453 reviews",The price is $257,,0,0,0,0,,,,
2024-05-27 00:34:10.938624,53,"voco Times Square South New York, an IHG Hotel",30,3,8.68.6 out of 10,"1,001 reviews",The price is $240,,0,0,0,0,,,,
2024-05-27 00:34:10.945876,54,"The Cloud One New York-Downtown, by the Motel One Group",30,3,8.88.8 out of 10,562 reviews,The price is $232,,0,0,0,0,,,,
2024-05-27 00:34:10.953152,55,Park Lane New York,30,3,8.68.6 out of 10,851 reviews,The price is $442,The price was $526,0,0,0,0,,,,
2024-05-27 00:34:10.962643,56,"Martinique New York on Broadway, Curio Collection by Hilton",30,3,8.88.8 out of 10,"1,081 reviews",The price is $234,,0,0,0,0,,,,
2024-05-27 00:34:10.969919,57,Four Points By Sheraton Manhattan Midtown West,30,3,8.88.8 out of 10,"1,006 reviews",The price is $261,The price was $290,0,0,0,0,,,,
2024-05-27 00:34:10.978325,58,Sonder The Dutch,30,3,8.88.8 out of 10,61 reviews,The price is $239,,0,0,0,0,,,,
2024-05-27 00:34:10.983573,59,Hilton Club The Quin New York,30,3,8.68.6 out of 10,"1,010 reviews",The price is $397,The price was $441,0,0,0,0,,,,
2024-05-27 00:34:10.994455,60,Hampton Inn Madison Square Garden Area Hotel,30,3,8.28.2 out of 10,"1,030 reviews",The price is $260,The price was $306,0,0,0,0,,,,
2024-05-27 00:34:11.003697,61,The Renwick,30,3,8.88.8 out of 10,"1,015 reviews",The price is $281,The price was $296,0,0,0,0,,,,
2024-05-27 00:34:11.012095,62,Hyatt Centric Times Square New York,30,3,9.29.2 out of 10,"1,476 reviews",The price is $312,,0,0,0,0,,,,
2024-05-27 00:34:11.019499,63,Hotel St. James,30,3,8.68.6 out of 10,"4,148 reviews",The price is $276,The price was $302,0,0,0,0,,,,
2024-05-27 00:34:11.027796,64,W New York - Times Square,30,3,8.68.6 out of 10,"1,070 reviews",The price is $311,,0,0,0,0,,,,
2024-05-27 00:34:11.036361,65,"Hotel Indigo Lower East Side New York, an IHG Hotel",30,3,8.08.0 out of 10,"1,002 reviews",The price is $235,The price was $261,0,0,0,0,,,,
2024-05-27 00:34:11.049872,66,Moxy NYC Times Square,30,3,8.68.6 out of 10,"1,941 reviews",The price is $265,,0,0,0,0,,,,
2024-05-27 00:34:11.062073,67,Pod 39,30,3,8.68.6 out of 10,"1,465 reviews",The price is $185,,0,0,0,0,,,,
2024-05-27 00:34:11.071579,68,"InterContinental New York Times Square, an IHG Hotel",30,3,8.48.4 out of 10,"1,110 reviews",The price is $326,,0,0,0,0,,,,
2024-05-27 00:34:11.084398,69,TRYP by Wyndham New York City Times Square / Midtown,30,3,,"1,607 reviews",The price is $250,The price was $312,0,0,0,0,,,,
2024-05-27 00:34:11.097174,70,Pod 51,30,3,8.08.0 out of 10,"1,342 reviews",The price is $173,,0,0,0,0,,,,
2024-05-27 00:34:11.105751,71,"The Langham, New York, Fifth Avenue",30,3,9.49.4 out of 10,"1,004 reviews",The price is $580,The price was $828,0,0,0,0,,,,
2024-05-27 00:34:11.116901,72,"Candlewood Suites New York City-Times Square, an IHG Hotel",30,3,8.08.0 out of 10,"1,014 reviews",The price is $231,The price was $289,0,0,0,0,,,,
2024-05-27 00:34:11.126575,73,"Club Quarters Hotel, World Trade Center",30,3,8.68.6 out of 10,"1,410 reviews",The price is $267,The price was $314,0,0,0,0,,,,
2024-05-27 00:34:11.135963,74,Four Points by Sheraton Midtown-Times Square,30,3,8.88.8 out of 10,"1,292 reviews",The price is $236,,0,0,0,0,,,,
2024-05-27 00:34:11.145030,75,Arlo NoMad,30,3,8.48.4 out of 10,"1,315 reviews",The price is $260,The price was $306,0,0,0,0,,,,
2024-05-27 00:34:11.153383,76,New York Marriott Marquis,30,3,9.09.0 out of 10,"2,666 reviews",The price is $517,,0,0,0,0,,,,
2024-05-27 00:34:11.161788,77,Lotte New York Palace,30,3,8.88.8 out of 10,"1,007 reviews",The price is $542,The price was $602,0,0,0,0,,,,
2024-05-27 00:34:11.170145,78,"Holiday Inn Express New York City Times Square, an IHG Hotel",30,3,,"1,007 reviews",The price is $222,The price was $296,0,0,0,0,,,,
2024-05-27 00:34:11.179452,79,Hotel Boutique at Grand Central,30,3,8.68.6 out of 10,"1,062 reviews",The price is $254,The price was $299,0,0,0,0,,,,
2024-05-27 00:34:11.187825,80,"The Jewel Hotel, New York",30,3,9.29.2 out of 10,"2,030 reviews",The price is $316,,0,0,0,0,,,,
2024-05-27 00:34:11.195101,81,Margaritaville Resort Times Square,30,3,9.29.2 out of 10,"3,473 reviews",The price is $292,The price was $332,0,0,0,0,,,,
2024-05-27 00:34:11.203435,82,The Ridge Hotel,30,3,8.08.0 out of 10,"1,009 reviews",The price is $204,The price was $226,0,0,0,0,,,,
2024-05-27 00:34:11.211741,83,"Holiday Inn New York City - Times Square, an IHG Hotel",30,3,8.28.2 out of 10,"1,400 reviews",The price is $257,,0,0,0,0,,,,
2024-05-27 00:34:11.219057,84,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",30,3,,"1,002 reviews",The price is $250,,0,0,0,0,,,,
